uniprot_id,cluster,gene
Q06730,2,ZNF33A
Q06830,2,PRDX1
Q07020,1,RPL18
Q07021,2,C1QBP
Q07065,1,CKAP4
Q07507,1,DPT
Q07866,1,KLC1
Q07955,1,SRSF1
Q07960,1,ARHGAP1
Q08043,2,ACTN3
Q08209,2,PPP3CA
Q08211,1,DHX9
Q08257,2,CRYZ
Q08357,1,SLC20A2
Q08623,2,PUDP
Q08722,1,CD47
Q08752,1,PPID
Q09666,2,AHNAK
Q0VAK6,1,LMOD3
Q0VDF9,1,HSPA14
Q0VDG4,1,SCRN3
Q0ZGT2,1,NEXN
Q10567,1,AP1B1
Q10589,1,BST2
Q10713,1,PMPCA
Q12797,1,ASPH
Q12805,1,EFEMP1
Q12846,1,STX4
Q12849,1,GRSF1
Q12904,1,AIMP1
Q12906,1,ILF3
Q12931,1,TRAP1
Q12955,1,ANK3
Q12988,2,HSPB3
Q13011,2,ECH1
Q13033,1,STRN3
Q13057,1,COASY
Q13061,2,TRDN
Q13085,2,ACACA
Q13098,2,GPS1
Q13126,1,MTAP
Q13131,1,PRKAA1
Q13148,1,TARDBP
Q13153,1,PAK1
Q13155,1,AIMP2
Q13162,1,PRDX4
Q13177,1,PAK2
Q13185,1,CBX3
Q13200,2,PSMD2
Q13203,1,MYBPH
Q13228,2,SELENBP1
Q13263,1,TRIM28
Q13283,1,G3BP1
Q13310,1,PABPC4
Q13326,2,SGCG
Q13347,1,EIF3I
Q13363,1,CTBP1
Q13404,2,UBE2V1
Q13409,1,DYNC1I2
Q13418,1,ILK
Q13423,2,NNT
Q13424,2,SNTA1
Q13425,2,SNTB2
Q13435,2,SF3B2
Q13442,2,PDAP1
Q13445,1,TMED1
Q13451,1,FKBP5
Q13492,1,PICALM
Q13496,1,MTM1
Q13501,1,SQSTM1
Q13505,1,MTX1
Q13508,1,ART3
Q13510,1,ASAH1
Q13526,1,PIN1
Q13554,2,CAMK2B
Q13555,2,CAMK2G
Q13557,2,CAMK2D
Q13561,2,DCTN2
Q13564,1,NAE1
Q13586,1,STIM1
Q13616,1,CUL1
Q13617,1,CUL2
Q13618,1,CUL3
Q13619,1,CUL4A
Q13642,2,FHL1
Q13643,2,FHL3
Q13683,1,ITGA7
Q13685,1,AAMP
Q13698,1,CACNA1S
Q13724,1,MOGS
Q13813,1,SPTAN1
Q13825,1,AUH
Q13838,1,DDX39B
Q13867,1,BLMH
Q13884,1,SNTB1
Q13885,2,TUBB2A
Q13907,1,IDI1
Q13976,1,PRKG1
Q14061,1,COX17
Q14103,2,HNRNPD
Q14108,1,SCARB2
Q14112,1,NID2
Q14116,1,IL18
Q14118,2,DAG1
Q14152,1,EIF3A
Q14157,1,UBAP2L
Q14165,1,MLEC
Q14195,2,DPYSL3
Q14203,1,DCTN1
Q14204,2,DYNC1H1
Q14232,1,EIF2B1
Q14240,2,EIF4A2
Q14247,1,CTTN
Q14249,1,ENDOG
Q14254,1,FLOT2
Q14258,1,TRIM25
Q14315,2,FLNC
Q14324,2,MYBPC2
Q14353,2,GAMT
Q14444,1,CAPRIN1
Q14558,1,PRPSAP1
Q14624,1,ITIH4
Q14677,1,CLINT1
Q14697,1,GANAB
Q14714,2,SSPN
Q14764,1,MVP
Q14767,1,LTBP3
Q14847,1,LASP1
Q14914,1,PTGR1
Q14974,2,KPNB1
Q14980,1,NUMA1
Q14997,1,PSME4
Q14BN4,2,SLMAP
Q15006,1,EMC2
Q15008,1,PSMD6
Q15018,1,ABRAXAS2
Q15019,1,SEPTIN2
Q15046,2,KARS1
Q15056,2,EIF4H
Q15075,1,EEA1
Q15084,2,PDIA6
Q15102,1,PAFAH1B3
Q15111,1,PLCL1
Q15118,1,PDK1
Q15119,1,PDK2
Q15121,1,PEA15
Q15124,2,PGM5
Q15149,2,PLEC
Q15172,1,PPP2R5A
Q15181,1,PPA1
Q15185,2,PTGES3
Q15208,1,STK38
Q15233,1,NONO
Q15257,1,PTPA
Q15286,1,RAB35
Q15363,1,TMED2
Q15365,2,PCBP1
Q15366,2,PCBP2
Q15369,2,ELOC
Q15370,2,ELOB
Q15386,1,UBE3C
Q15392,1,DHCR24
Q15404,1,RSU1
Q15435,1,PPP1R7
Q15436,1,SEC23A
Q15555,2,MAPRE2
Q15582,1,TGFBI
Q15631,2,TSN
Q15637,1,SF1
Q15642,1,TRIP10
Q15691,1,MAPRE1
Q15714,1,TSC22D1
Q15717,1,ELAVL1
Q15746,2,MYLK
Q15772,1,SPEG
Q15813,1,TBCE
Q15819,2,UBE2V2
Q15843,2,NEDD8
Q15847,1,ADIRF
Q15848,2,ADIPOQ
Q15907,2,RAB11B
Q15942,1,ZYX
Q16082,2,HSPB2
Q16134,2,ETFDH
Q16181,1,SEPTIN7
Q16186,1,ADRM1
Q16531,2,DDB1
Q16543,2,CDC37
Q16555,2,DPYSL2
Q16563,1,SYPL1
Q16576,1,RBBP7
Q16585,1,SGCB
Q16586,2,SGCA
Q16595,1,FXN
Q16658,1,FSCN1
Q16698,2,DECR1
Q16718,2,NDUFA5
Q16740,1,CLPP
Q16762,2,TST
Q16773,1,KYAT1
Q16774,1,GUK1
Q16775,2,HAGH
Q16795,2,NDUFA9
Q16816,2,PHKG1
Q16821,1,PPP1R3A
Q16836,2,HADH
Q16851,2,UGP2
Q16881,1,TXNRD1
Q16891,2,IMMT
Q2TAA2,1,IAH1
Q2TBA0,2,KLHL40
Q3LXA3,1,TKFC
Q3ZCQ8,1,TIMM50
Q4G0N4,1,NADK2
Q52LJ0,1,FAM98B
Q53FT3,1,HIKESHI
Q53GG5,2,PDLIM3
Q53GQ0,1,HSD17B12
Q53H12,1,AGK
Q53H82,1,LACTB2
Q58WW2,1,DCAF6
Q5BKX8,2,CAVIN4
Q5D862,1,FLG2
Q5HYI8,1,RABL3
Q5HYK3,2,COQ5
Q5JPE7,1,NOMO2
Q5JRX3,2,PITRM1
Q5JSH3,1,WDR44
Q5JTJ3,1,COA6
Q5JTV8,1,TOR1AIP1
Q5JWF2,1,GNAS
Q5R3I4,1,TTC38
Q5SQH8,1,C6orf136
Q5SSJ5,2,HP1BP3
Q5T440,1,IBA57
Q5T4S7,1,UBR4
Q5TAQ9,1,DCAF8
Q5TDH0,2,DDI2
Q5TGZ0,1,MICOS10
Q5U5X0,1,LYRM7
Q5VST9,2,OBSCN
Q5VTT5,2,MYOM3
Q5VU43,2,PDE4DIP
Q5VW32,1,BROX
Q5VWZ2,1,LYPLAL1
Q5VXT5,2,SYPL2
Q5VYK3,1,ECPAS
Q5XKP0,2,MICOS13
Q5XPI4,1,RNF123
Q66K66,2,TMEM198
Q68DQ2,2,CRYBG3
Q6DKJ4,1,NXN
Q6GMV3,1,PTRHD1
Q6H8Q1,1,ABLIM2
Q6IAA8,1,LAMTOR1
Q6IAN0,1,DHRS7B
Q6IBS0,1,TWF2
Q6IPR1,1,ETFRF1
Q6IQ22,1,RAB12
Q6IQ26,2,DENND5A
Q6JBY9,1,RCSD1
Q6NUK1,1,SLC25A24
Q6NVY1,2,HIBCH
Q6NZI2,2,CAVIN1
Q6P161,1,MRPL54
Q6P1A2,1,LPCAT3
Q6P1N9,1,TATDN1
Q6P4A7,1,SFXN4
Q6P587,1,FAHD1
Q6P5Q4,1,LMOD2
Q6PCB7,1,SLC27A1
Q6PK04,2,CCDC137
Q6QEF8,1,CORO6
Q6UW68,2,TMEM205
Q6UWP2,1,DHRS11
Q6UXV4,2,APOOL
Q6XQN6,1,NAPRT
Q6YN16,2,HSDL2
Q6YP21,1,KYAT3
Q6ZMU5,2,TRIM72
Q6ZU65,2,UBN2
Q6ZVM7,1,TOM1L2
Q702N8,2,XIRP1
Q709C8,1,VPS13C
Q712K3,1,UBE2R2
Q7KZF4,2,SND1
Q7L0Y3,1,TRMT10C
Q7L1Q6,1,BZW1
Q7L2H7,1,EIF3M
Q7L5N1,2,COPS6
Q7LBR1,1,CHMP1B
Q7LG56,1,RRM2B
Q7Z2K6,1,ERMP1
Q7Z2W9,1,MRPL21
Q7Z3D6,2,DGLUCY
Q7Z406,2,MYH14
Q7Z422,1,SZRD1
Q7Z434,1,MAVS
Q7Z4G1,1,COMMD6
Q7Z4H3,1,HDDC2
Q7Z4V5,1,HDGFL2
Q7Z4W1,2,DCXR
Q7Z698,2,SPRED2
Q7Z6Z7,2,HUWE1
Q86SX6,2,GLRX5
Q86TC9,1,MYPN
Q86TD4,2,SRL
Q86TP1,1,PRUNE1
Q86TX2,1,ACOT1
Q86U28,1,ISCA2
Q86UE4,1,MTDH
Q86UP2,1,KTN1
Q86UT6,1,NLRX1
Q86V81,1,ALYREF
Q86V88,1,MDP1
Q86VD7,1,SLC25A42
Q86VF7,2,NRAP
Q86VN1,1,VPS36
Q86VP6,1,CAND1
Q86VX2,1,COMMD7
Q86WU2,1,LDHD
Q86X55,1,CARM1
Q86X76,1,NIT1
Q86Y39,2,NDUFA11
Q86YB7,1,ECHDC2
Q8IUZ5,1,PHYKPL
Q8IVN3,2,MUSTN1
Q8IW45,2,NAXD
Q8IWA4,1,MFN1
Q8IWA5,1,SLC44A2
Q8IWL3,1,HSCB
Q8IWW8,2,ADHFE1
Q8IWX7,2,UNC45B
Q8IXL7,1,MSRB3
Q8IXV7,2,KLHDC8B
Q8IYB8,1,SUPV3L1
Q8IYQ7,1,THNSL1
Q8IYS1,1,PM20D2
Q8IYU8,1,MICU2
Q8IZ81,1,ELMOD2
Q8IZ83,1,ALDH16A1
Q8N0U4,1,FAM185A
Q8N142,2,ADSS1
Q8N183,1,NDUFAF2
Q8N1G4,2,LRRC47
Q8N335,2,GPD1L
Q8N3D4,1,EHBP1L1
Q8N3K9,2,CMYA5
Q8N3L3,2,TXLNB
Q8N3V7,1,SYNPO
Q8N4H5,1,TOMM5
Q8N4Q1,1,CHCHD4
Q8N4T8,1,CBR4
Q8N4V1,1,MMGT1
Q8N5G0,1,SMIM20
Q8N5K1,1,CISD2
Q8N5M1,1,ATPAF2
Q8N5M9,2,JAGN1
Q8N5N7,1,MRPL50
Q8N766,1,EMC1
Q8N8N7,2,PTGR2
Q8NB12,2,SMYD1
Q8NBF2,1,NHLRC2
Q8NBN7,1,RDH13
Q8NBS9,1,TXNDC5
Q8NBU5,1,ATAD1
Q8NBX0,2,SCCPDH
Q8NC51,1,SERBP1
Q8NCA5,1,FAM98A
Q8NCN5,1,PDPR
Q8NCW5,2,NAXE
Q8NDH3,1,NPEPL1
Q8NDY3,2,ADPRHL1
Q8NE62,1,CHDH
Q8NE71,1,ABCF1
Q8NE86,1,MCU
Q8NFV4,1,ABHD11
Q8NHH9,1,ATL2
Q8NI37,1,PPTC7
Q8NI60,2,COQ8A
Q8TAT6,1,NPLOC4
Q8TB22,1,SPATA20
Q8TB37,1,NUBPL
Q8TB45,2,DEPTOR
Q8TC12,1,RDH11
Q8TCA0,2,LRRC20
Q8TCD5,1,NT5C
Q8TCS8,1,PNPT1
Q8TCT8,1,SPPL2A
Q8TCU6,1,PREX1
Q8TD19,1,NEK9
Q8TD30,1,GPT2
Q8TDC0,1,MYOZ3
Q8TDX7,1,NEK7
Q8TEA8,1,DTD1
Q8TED0,2,UTP15
Q8WTS6,1,SETD7
Q8WUM0,1,NUP133
Q8WUM4,1,PDCD6IP
Q8WUY1,1,THEM6
Q8WVI0,1,SMIM4
Q8WVJ2,1,NUDCD2
Q8WVM8,1,SCFD1
Q8WW12,1,PCNP
Q8WW22,1,DNAJA4
Q8WW59,1,SPRYD4
Q8WWV3,1,RTN4IP1
Q8WX93,1,PALLD
Q8WXH0,1,SYNE2
Q8WY91,2,THAP4
Q8WYA0,2,IFT81
Q8WZ42,2,TTN
Q92499,2,DDX1
Q92506,1,HSD17B8
Q92523,2,CPT1B
Q92530,1,PSMF1
Q92575,1,UBXN4
Q92614,1,MYO18A
Q92616,1,GCN1
Q92629,2,SGCD
Q92667,1,AKAP1
Q92696,1,RABGGTA
Q92734,2,TFG
Q92747,1,ARPC1A
Q92791,2,P3H4
Q92841,1,DDX17
Q92879,1,CELF1
Q92890,1,UFD1
Q92901,1,RPL3L
Q92905,2,COPS5
Q92945,1,KHSRP
Q92947,1,GCDH
Q92973,1,TNPO1
Q92995,1,USP13
Q93008,1,USP9X
Q93034,2,CUL5
Q93052,1,LPP
Q93084,2,ATP2A3
Q93100,2,PHKB
Q969M7,1,UBE2F
Q969Q0,1,RPL36AL
Q969T9,1,WBP2
Q969X5,1,ERGIC1
Q969Z3,1,MTARC2
Q96A26,2,FAM162A
Q96A33,1,CCDC47
Q96A57,1,TMEM230
Q96AB3,2,ISOC2
Q96AC1,1,FERMT2
Q96AE4,1,FUBP1
Q96AG3,1,SLC25A46
Q96AN5,2,TMEM143
Q96AQ6,2,PBXIP1
Q96BW5,1,PTER
Q96C00,1,ZBTB9
Q96C01,1,FAM136A
Q96C11,1,FGGY
Q96C23,1,GALM
Q96C86,1,DCPS
Q96C90,1,PPP1R14B
Q96CM8,1,ACSF2
Q96CN7,1,ISOC1
Q96CT7,1,CCDC124
Q96CV9,1,OPTN
Q96CW1,1,AP2M1
Q96CX2,1,KCTD12
Q96DB5,1,RMDN1
Q96DC8,1,ECHDC3
Q96DE0,1,NUDT16
Q96DG6,2,CMBL
Q96DH6,1,MSI2
Q96DV4,1,MRPL38
Q96E11,1,MRRF
Q96EL3,1,MRPL53
Q96EP5,1,DAZAP1
Q96EY1,1,DNAJA3
Q96EY7,1,PTCD3
Q96EY8,1,MMAB
Q96FJ2,1,DYNLL2
Q96FQ6,1,S100A16
Q96FV2,1,SCRN2
Q96FW1,2,OTUB1
Q96FZ7,1,CHMP6
Q96GD0,1,PDXP
Q96GG9,1,DCUN1D1
Q96GK7,1,FAHD2A
Q96H20,1,SNF8
Q96HC4,2,PDLIM5
Q96HD1,2,CRELD1
Q96HE7,1,ERO1A
Q96HN2,1,AHCYL2
Q96HS1,1,PGAM5
Q96HY6,1,DDRGK1
Q96I23,1,PYURF
Q96I99,1,SUCLG2
Q96IU4,2,ABHD14B
Q96IV0,1,NGLY1
Q96JJ7,1,TMX3
Q96K17,1,BTF3L4
Q96K76,1,USP47
Q96KP4,1,CNDP2
Q96L96,1,ALPK3
Q96MF2,2,STAC3
Q96MF6,2,COQ10A
Q96MG2,2,JSRP1
Q96PE7,1,MCEE
Q96PU8,1,QKI
Q96Q06,2,PLIN4
Q96Q83,1,ALKBH3
Q96QK1,1,VPS35
Q96QR8,1,PURB
Q96RK4,2,BBS4
Q96RL7,1,VPS13A
Q96RP9,1,GFM1
Q96RQ3,1,MCCC1
Q96S19,1,METTL26
Q96S66,1,CLCC1
Q96S96,1,PEBP4
Q96S99,1,PLEKHF1
Q99417,1,MYCBP
Q99426,1,TBCB
Q99436,2,PSMB7
Q99447,1,PCYT2
Q99460,2,PSMD1
Q99471,1,PFDN5
Q99487,1,PAFAH2
Q99497,2,PARK7
Q99536,1,VAT1
Q99541,2,PLIN2
Q99584,2,S100A13
Q99598,1,TSNAX
Q99613,2,EIF3C
Q99623,2,PHB2
Q99627,2,COPS8
Q99643,2,SDHC
Q99653,1,CHP1
Q99714,2,HSD17B10
Q99733,2,NAP1L4
Q99735,1,MGST2
Q99757,1,TXN2
Q99766,1,DMAC2L
Q99798,2,ACO2
Q99807,2,COQ7
Q99808,1,SLC29A1
Q99816,1,TSG101
Q99829,1,CPNE1
Q99832,2,CCT7
Q99873,1,PRMT1
Q9BPW8,1,NIPSNAP1
Q9BPX5,1,ARPC5L
Q9BPX6,1,MICU1
Q9BQ69,2,MACROD1
Q9BQA1,1,WDR77
Q9BQE5,1,APOL2
Q9BQS8,1,FYCO1
Q9BR39,1,JPH2
Q9BR76,1,CORO1B
Q9BRA2,1,TXNDC17
Q9BRC7,1,PLCD4
Q9BRF8,1,CPPED1
Q9BRG1,1,VPS25
Q9BRT3,1,MIEN1
Q9BRX2,1,PELO
Q9BRX8,1,PRXL2A
Q9BS26,1,ERP44
Q9BS40,1,LXN
Q9BS92,2,NIPSNAP3B
Q9BSD7,1,NTPCR
Q9BSE5,1,AGMAT
Q9BSH4,1,TACO1
Q9BSJ8,2,ESYT1
Q9BSL1,1,UBAC1
Q9BT78,2,COPS4
Q9BTE1,1,DCTN5
Q9BTE6,1,AARSD1
Q9BTV4,1,TMEM43
Q9BTZ2,1,DHRS4
Q9BUB7,1,TMEM70
Q9BUF5,1,TUBB6
Q9BUK0,1,CHCHD7
Q9BUR5,2,APOO
Q9BV20,1,MRI1
Q9BV23,1,ABHD6
Q9BV57,1,ADI1
Q9BV79,2,MECR
Q9BV86,1,NTMT1
Q9BVC6,2,TMEM109
Q9BVK6,1,TMED9
Q9BVV7,1,TIMM21
Q9BW30,1,TPPP3
Q9BW91,1,NUDT9
Q9BWH2,2,FUNDC2
Q9BX66,1,SORBS1
Q9BX68,2,HINT2
Q9BXB4,1,OSBPL11
Q9BXI3,2,NT5C1A
Q9BXJ8,1,TMEM120A
Q9BXJ9,1,NAA15
Q9BXK5,2,BCL2L13
Q9BXS5,1,AP1M1
Q9BXW6,1,OSBPL1A
Q9BXW7,1,HDHD5
Q9BY44,1,EIF2A
Q9BYD1,1,MRPL13
Q9BYD2,1,MRPL9
Q9BYD3,1,MRPL4
Q9BYD6,1,MRPL1
Q9BYT8,1,NLN
Q9BYV2,1,TRIM54
Q9BYV7,1,BCO2
Q9BZE1,1,MRPL37
Q9BZE9,1,ASPSCR1
Q9BZL1,2,UBL5
Q9BZQ8,1,NIBAN1
Q9BZV1,1,UBXN6
Q9C0C9,1,UBE2O
Q9C0E8,1,LNPK
Q9GZP4,1,PITHD1
Q9GZT3,1,SLIRP
Q9GZT8,1,NIF3L1
Q9GZT9,1,EGLN1
Q9GZV1,2,ANKRD2
Q9GZZ1,1,NAA50
Q9H061,1,TMEM126A
Q9H074,1,PAIP1
Q9H078,1,CLPB
Q9H0E2,2,TOLLIP
Q9H0N5,2,PCBD2
Q9H0P0,2,NT5C3A
Q9H0R4,1,HDHD2
Q9H0U4,2,RAB1B
Q9H0W9,2,C11orf54
Q9H1E3,2,NUCKS1
Q9H1E5,1,TMX4
Q9H1R3,2,MYLK2
Q9H223,1,EHD4
Q9H299,1,SH3BGRL3
Q9H2G2,1,SLK
Q9H2H8,1,PPIL3
Q9H2I8,2,LRMDA
Q9H2S6,2,TNMD
Q9H2U2,1,PPA2
Q9H2W6,1,MRPL46
Q9H330,2,TMEM245
Q9H3H3,1,C11orf68
Q9H3K2,1,GHITM
Q9H3K6,1,BOLA2
Q9H3N1,1,TMX1
Q9H444,1,CHMP4B
Q9H477,1,RBKS
Q9H479,2,FN3K
Q9H496,1,TOR1AIP2
Q9H4A4,1,RNPEP
Q9H4G4,1,GLIPR2
Q9H4M9,2,EHD1
Q9H6F2,2,TMEM38A
Q9H6K4,1,OPA3
Q9H773,1,DCTPP1
Q9H7C9,2,AAMDC
Q9H7Z7,2,PTGES2
Q9H832,1,UBE2Z
Q9H845,1,ACAD9
Q9H8H3,2,METTL7A
Q9H8M1,2,COQ10B
Q9H8S9,1,MOB1A
Q9H8Y8,1,GORASP2
Q9H910,1,JPT2
Q9H987,1,SYNPO2L
Q9H993,1,ARMT1
Q9H9A6,1,LRRC40
Q9H9B4,1,SFXN1
Q9H9P8,2,L2HGDH
Q9H9Q2,1,COPS7B
Q9HA64,1,FN3KRP
Q9HA65,1,TBC1D17
Q9HA77,1,CARS2
Q9HB71,1,CACYBP
Q9HBH5,1,RDH14
Q9HBI1,1,PARVB
Q9HBL0,1,TNS1
Q9HBL7,1,PLGRKT
Q9HC38,2,GLOD4
Q9HCC0,1,MCCC2
Q9HCP6,2,HHATL
Q9HCU5,1,PREB
Q9HD33,1,MRPL47
Q9HDC5,2,JPH1
Q9HDC9,1,APMAP
Q9NNW7,1,TXNRD2
Q9NP72,1,RAB18
Q9NP74,1,PALMD
Q9NP77,1,SSU72
Q9NP79,1,VTA1
Q9NP81,1,SARS2
Q9NP97,1,DYNLRB1
Q9NP98,2,MYOZ1
Q9NPC6,1,MYOZ2
Q9NPF4,1,OSGEP
Q9NPJ3,2,ACOT13
Q9NQ50,1,MRPL40
Q9NQ88,1,TIGAR
Q9NQC3,2,RTN4
Q9NQE9,1,HINT3
Q9NQP4,1,PFDN4
Q9NQR4,1,NIT2
Q9NQW7,1,XPNPEP1
Q9NQX3,1,GPHN
Q9NR12,2,PDLIM7
Q9NR19,1,ACSS2
Q9NR28,1,DIABLO
Q9NR31,2,SAR1A
Q9NR46,1,SH3GLB2
Q9NR50,1,EIF2B3
Q9NR56,1,MBNL1
Q9NRG7,2,SDR39U1
Q9NRN7,1,AASDHPPT
Q9NRP0,1,OSTC
Q9NRP2,1,CMC2
Q9NRV9,1,HEBP1
Q9NRX4,2,PHPT1
Q9NS69,1,TOMM22
Q9NS86,1,LANCL2
Q9NSD9,2,FARSB
Q9NSE4,2,IARS2
Q9NTG7,1,SIRT3
Q9NTJ4,2,MAN2C1
Q9NTK5,2,OLA1
Q9NTM9,2,CUTC
Q9NUB1,1,ACSS1
Q9NUJ1,1,ABHD10
Q9NUU7,1,DDX19A
Q9NVA2,1,SEPTIN11
Q9NVD7,1,PARVA
Q9NVE7,1,PANK4
Q9NVH1,1,DNAJC11
Q9NVH6,1,TMLHE
Q9NVI7,1,ATAD3A
Q9NVJ2,2,ARL8B
Q9NVS2,1,MRPS18A
Q9NVS9,2,PNPO
Q9NWU1,1,OXSM
Q9NWU5,1,MRPL22
Q9NWV4,2,CZIB
Q9NWV8,1,BABAM1
Q9NX14,2,NDUFB11
Q9NX40,1,OCIAD1
Q9NX47,1,MARCHF5
Q9NX63,2,CHCHD3
Q9NXA8,1,SIRT5
Q9NXR7,2,BABAM2
Q9NY33,1,DPP3
Q9NY65,2,TUBA8
Q9NYL2,2,MAP3K20
Q9NYU2,1,UGGT1
Q9NZ01,1,TECR
Q9NZ08,1,ERAP1
Q9NZ45,2,CISD1
Q9NZA1,2,CLIC5
Q9NZB2,1,FAM120A
Q9NZD2,1,GLTP
Q9NZJ6,2,COQ3
Q9NZL4,1,HSPBP1
Q9NZL9,2,MAT2B
Q9NZM1,1,MYOF
Q9NZN4,2,EHD2
Q9NZQ9,2,TMOD4
Q9NZU5,2,LMCD1
Q9NZZ3,1,CHMP5
Q9P003,1,CNIH4
Q9P032,1,NDUFAF4
Q9P0I2,1,EMC3
Q9P0J0,2,NDUFA13
Q9P0J1,1,PDP1
Q9P0J6,2,MRPL36
Q9P0L0,2,VAPA
Q9P0P0,1,RNF181
Q9P2J5,1,LARS1
Q9P2R7,2,SUCLA2
Q9P2T1,1,GMPR2
Q9P2X0,1,DPM3
Q9P2X3,1,IMPACT
Q9UBB4,1,ATXN10
Q9UBC2,1,EPS15L1
Q9UBE0,1,SAE1
Q9UBF6,1,RNF7
Q9UBF9,2,MYOT
Q9UBI6,1,GNG12
Q9UBQ0,1,VPS29
Q9UBQ5,2,EIF3K
Q9UBQ7,2,GRHPR
Q9UBR2,1,CTSZ
Q9UBT2,1,UBA2
Q9UBW8,1,COPS7A
Q9UBY9,2,HSPB7
Q9UDT6,1,CLIP2
Q9UDW1,2,UQCR10
Q9UDY4,1,DNAJB4
Q9UFN0,2,NIPSNAP3A
Q9UGI8,1,TES
Q9UGL1,1,KDM5B
Q9UGM6,1,WARS2
Q9UH92,1,MLX
Q9UHD8,1,SEPTIN9
Q9UHD9,1,UBQLN2
Q9UHG3,2,PCYOX1
Q9UHL4,1,DPP7
Q9UHP9,2,SMPX
Q9UHQ4,1,BCAP29
Q9UHQ9,2,CYB5R1
Q9UHV9,1,PFDN2
Q9UHX1,1,PUF60
Q9UHY7,1,ENOPH1
Q9UI09,2,NDUFA12
Q9UI10,1,EIF2B4
Q9UI12,1,ATP6V1H
Q9UI30,1,TRMT112
Q9UIA9,1,XPO7
Q9UIC8,1,LCMT1
Q9UII2,2,ATP5IF1
Q9UIJ7,2,AK3
Q9UJ70,1,NAGK
Q9UJS0,2,SLC25A13
Q9UJU6,1,DBNL
Q9UJW0,1,DCTN4
Q9UJY1,1,HSPB8
Q9UJZ1,1,STOML2
Q9UK41,1,VPS28
Q9UK76,1,JPT1
Q9UKG1,1,APPL1
Q9UKS6,2,PACSIN3
Q9UKU7,1,ACAD8
Q9UKV8,1,AGO2
Q9UKX2,2,MYH2
Q9UKX3,2,MYH13
Q9UKY7,1,CDV3
Q9UL25,1,RAB21
Q9UL46,1,PSME2
Q9ULA0,2,DNPEP
Q9ULC4,2,MCTS1
Q9ULP9,1,TBC1D24
Q9UM00,1,TMCO1
Q9UM22,2,EPDR1
Q9UM54,2,MYO6
Q9UMS0,1,NFU1
Q9UMS6,2,SYNPO2
Q9UMX0,1,UBQLN1
Q9UMY4,1,SNX12
Q9UN36,2,NDRG2
Q9UN37,1,VPS4A
Q9UN86,1,G3BP2
Q9UNE7,1,STUB1
Q9UNF0,1,PACSIN2
Q9UNH7,1,SNX6
Q9UNM6,2,PSMD13
Q9UNS2,2,COPS3
Q9UNZ2,2,NSFL1C
Q9UPN7,1,PPP6R1
Q9UPQ0,1,LIMCH1
Q9UPU5,1,USP24
Q9UPY8,1,MAPRE3
Q9UQ80,2,PA2G4
Q9UQM7,2,CAMK2A
Q9UQN3,1,CHMP2B
Q9Y224,1,RTRAF
Q9Y230,1,RUVBL2
Q9Y235,2,APOBEC2
Q9Y237,1,PIN4
Q9Y262,1,EIF3L
Q9Y263,1,PLAA
Q9Y266,1,NUDC
Q9Y276,1,BCS1L
Q9Y277,2,VDAC3
Q9Y281,2,CFL2
Q9Y285,1,FARSA
Q9Y2B0,1,CNPY2
Q9Y2H6,1,FNDC3A
Q9Y2J8,2,PADI2
Q9Y2Q3,2,GSTK1
Q9Y2Q5,1,LAMTOR2
Q9Y2Q9,1,MRPS35
Q9Y2R0,2,COA3
Q9Y2S6,2,TMA7
Q9Y2Z0,1,SUGT1
Q9Y2Z9,2,COQ6
Q9Y305,2,ACOT9
Q9Y316,1,MEMO1
Q9Y320,1,TMX2
Q9Y371,1,SH3GLB1
Q9Y376,2,CAB39
Q9Y383,1,LUC7L2
Q9Y394,2,DHRS7
Q9Y3A3,1,MOB4
Q9Y3A5,2,SBDS
Q9Y3B7,1,MRPL11
Q9Y3C6,1,PPIL1
Q9Y3D2,1,MSRB2
Q9Y3D6,2,FIS1
Q9Y3F4,2,STRAP
Q9Y3I0,1,RTCB
Q9Y3U8,1,RPL36
Q9Y3Z3,1,SAMHD1
Q9Y450,1,HBS1L
Q9Y490,1,TLN1
Q9Y4E8,1,USP15
Q9Y4G6,1,TLN2
Q9Y4J8,1,DTNA
Q9Y4L1,1,HYOU1
Q9Y4W6,2,AFG3L2
Q9Y4X5,1,ARIH1
Q9Y508,1,RNF114
Q9Y512,2,SAMM50
Q9Y570,1,PPME1
Q9Y5J7,1,TIMM9
Q9Y5J9,1,TIMM8B
Q9Y5K5,1,UCHL5
Q9Y5L4,2,TIMM13
Q9Y5M8,1,SRPRB
Q9Y5P6,1,GMPPB
Q9Y5U8,2,MPC1
Q9Y5X3,1,SNX5
Q9Y5Z4,2,HEBP2
Q9Y5Z7,2,HCFC2
Q9Y613,2,FHOD1
Q9Y623,2,MYH4
Q9Y676,1,MRPS18B
Q9Y678,1,COPG1
Q9Y696,1,CLIC4
Q9Y697,1,NFS1
Q9Y6A9,1,SPCS1
Q9Y6B6,2,SAR1B
Q9Y6C9,2,MTCH2
Q9Y6E2,2,BZW2
Q9Y6G9,1,DYNC1LI1
Q9Y6H1,2,CHCHD2
Q9Y6M9,2,NDUFB9
Q9Y6N1,1,COX11
Q9Y6N5,1,SQOR
Q9Y6P5,1,SESN1
Q9Y6Y8,1,SEC23IP
