ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,contrast,direction
GO:0060537,muscle tissue development,19/167,87/2061,0.21839080459770116,2.695230229196779,4.796413300809096,3.612157449406014e-5,0.003260364723898646,0.0032253177042522348,FLNB/SVIL/COL3A1/TPM1/NEB/ACTN2/MAP2K4/MYOM1/MYOM2/ACTN3/LMOD3/PLEC/KLHL40/NRAP/TTN/PDLIM5/ALPK3/MYOZ1/MYOZ2,19,Aging,Down
GO:0048513,animal organ development,49/167,358/2061,0.13687150837988826,1.6891747231793397,4.258585668682076,4.552366264898153e-5,0.003937796819136902,0.0038954677994808315,NARS1/FLNB/SVIL/LDHA/MT-CO1/COL1A1/COL3A1/FN1/MT-ND4/VIM/TPM1/THRB/MYH3/JUP/DES/CAPN3/NEB/FLNA/ACTN2/MAP2K4/NES/MYOM1/MYOM2/SEC61A1/RPS7/RPL38/RPL24/ACTN3/LMOD3/AP1B1/PLEC/DHCR24/SPEG/KLHL40/CRYBG3/DHRS7B/RRM2B/NRAP/MUSTN1/TTN/DAZAP1/PDLIM5/ALPK3/SYNPO2L/MYOZ1/MYOZ2/FNDC3A/TMX2/CLIC4,49,Aging,Down
GO:0007015,actin filament organization,20/167,97/2061,0.20618556701030927,2.54460151861226,4.6262962656508755,5.4005981562726256e-5,0.004484656708968788,0.0044364492643738495,SVIL/TPM2/TPM1/ACTN1/EZR/NEB/FLNA/ACTN2/CAPZA1/LMOD3/PLEC/LMOD2/CORO6/XIRP1/NRAP/TTN/CORO1B/SYNPO2L/TMOD4/SYNPO2,20,Aging,Down
GO:0007517,muscle organ development,19/167,91/2061,0.2087912087912088,2.576758570770547,4.5672485003495735,7.022531938494498e-5,0.005607221655505606,0.0055469472923088126,FLNB/SVIL/COL3A1/TPM1/MYH3/DES/CAPN3/NEB/MYOM1/MYOM2/ACTN3/LMOD3/PLEC/SPEG/KLHL40/MUSTN1/TTN/MYOZ1/MYOZ2,19,Aging,Down
GO:0030154,cell differentiation,62/167,500/2061,0.124,1.530323353293413,4.045071114767225,7.298724590589326e-5,0.005611908240764237,0.005551583499508684,ACTN4/SELENOF/FLNB/COL1A1/COL3A1/FN1/VIM/TPM1/UCHL1/THRB/MYH3/ACTN1/EZR/TYMP/CAPN3/NEB/FLNA/RPL22/ACTN2/COL15A1/TNNT3/MAP2K4/MYOM1/MYOM2/RPS7/RPL24/ACTN3/LMOD3/MYBPH/SQSTM1/EIF2B1/FLNC/MYBPC2/CAPRIN1/PLEC/SPEG/KLHL40/OBSCN/MYOM3/DHRS7B/LMOD2/XIRP1/NRAP/CARM1/MUSTN1/TTN/CELF1/USP13/CCDC47/DAZAP1/PDLIM5/ALPK3/VPS13A/OSBPL11/TRIM54/LRMDA/SYNPO2L/MYOZ1/MYOZ2/TMOD4/FNDC3A/CLIC4,62,Aging,Down
GO:0014706,striated muscle tissue development,18/167,84/2061,0.21428571428571427,2.6445680068434556,4.568672256322897,7.695659821882124e-5,0.005705782067938318,0.005644448237778956,FLNB/SVIL/TPM1/NEB/ACTN2/MAP2K4/MYOM1/MYOM2/ACTN3/LMOD3/PLEC/KLHL40/NRAP/TTN/PDLIM5/ALPK3/MYOZ1/MYOZ2,18,Aging,Down
GO:0055006,cardiac cell development,8/167,21/2061,0.38095238095238093,4.701454234388366,5.061378385591095,1.28314571722502e-4,0.00887936836319714,0.008783920330898294,NEB/ACTN2/MAP2K4/PLEC/NRAP/TTN/PDLIM5/ALPK3,8,Aging,Down
GO:0055013,cardiac muscle cell development,8/167,21/2061,0.38095238095238093,4.701454234388366,5.061378385591095,1.28314571722502e-4,0.00887936836319714,0.008783920330898294,NEB/ACTN2/MAP2K4/PLEC/NRAP/TTN/PDLIM5/ALPK3,8,Aging,Down
GO:0055007,cardiac muscle cell differentiation,8/167,24/2061,0.3333333333333333,4.11377245508982,4.555109666290997,3.7509964614055506e-4,0.02511957630283201,0.024849555504931172,NEB/ACTN2/MAP2K4/PLEC/NRAP/TTN/PDLIM5/ALPK3,8,Aging,Down
GO:1901879,regulation of protein depolymerization,8/167,25/2061,0.32,3.9492215568862274,4.404436728782512,5.140019731020532e-4,0.0333458780049957,0.032987429260595585,SVIL/ACTN2/NES/CAPZA1/LMOD3/LMOD2/TRIM54/TMOD4,8,Aging,Down
GO:0030198,extracellular matrix organization,10/36,39/2061,0.2564102564102564,14.679487179487179,11.49698305877739,3.0918033084600014e-10,1.0584273325961404e-7,9.546620741911583e-8,COL1A1/COL3A1/COL4A1/COL1A2/CTSG/COL4A2/COL6A1/NID1/DPT/NID2,10,Interaction,Up
GO:0043062,extracellular structure organization,10/36,39/2061,0.2564102564102564,14.679487179487179,11.49698305877739,3.0918033084600014e-10,1.0584273325961404e-7,9.546620741911583e-8,COL1A1/COL3A1/COL4A1/COL1A2/CTSG/COL4A2/COL6A1/NID1/DPT/NID2,10,Interaction,Up
GO:0045229,external encapsulating structure organization,10/36,39/2061,0.2564102564102564,14.679487179487179,11.49698305877739,3.0918033084600014e-10,1.0584273325961404e-7,9.546620741911583e-8,COL1A1/COL3A1/COL4A1/COL1A2/CTSG/COL4A2/COL6A1/NID1/DPT/NID2,10,Interaction,Up
GO:0009887,animal organ morphogenesis,10/36,76/2061,0.13157894736842105,7.532894736842105,7.735787796539555,3.0018194256102463e-7,6.641509937678236e-5,5.9903948599977945e-5,COL1A1/COL3A1/COL1A2/MYL3/MYL2/COL6A1/MYH7/TGM2/RPL38/ACTA1,10,Interaction,Up
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,4/36,5/2061,0.8,45.800000000000004,13.369766048253839,3.880142125225844e-7,6.641509937678236e-5,5.9903948599977945e-5,COL1A1/COL4A1/COL4A2/FLT1,4,Interaction,Up
GO:0038065,collagen-activated signaling pathway,4/36,5/2061,0.8,45.800000000000004,13.369766048253839,3.880142125225844e-7,6.641509937678236e-5,5.9903948599977945e-5,COL1A1/COL4A1/COL4A2/FLT1,4,Interaction,Up
GO:0030199,collagen fibril organization,5/36,12/2061,0.4166666666666667,23.854166666666668,10.584183990455458,8.861588825890066e-7,1.300121674884157e-4,1.1726613784636479e-4,COL1A1/COL3A1/COL1A2/COL6A1/DPT,5,Interaction,Up
GO:0071711,basement membrane organization,5/36,13/2061,0.38461538461538464,22.01923076923077,10.134349208881318,1.4219085751836056e-6,1.8253751333919537e-4,1.646420455475754e-4,COL3A1/COL4A1/COL6A1/NID1/NID2,5,Interaction,Up
GO:0048513,animal organ development,18/36,358/2061,0.05027932960893855,2.878491620111732,5.212136707503718,6.000258781680919e-6,5.318531865145561e-4,4.7971178612495193e-4,MT-CO1/COL1A1/COL3A1/COL4A1/COL1A2/MYL3/MYL2/COL6A1/MYH7/NID1/FLT1/TGM2/ACTN2/EMD/RPL38/ACTA1/RPL24/SLC20A2,18,Interaction,Up
GO:0009888,tissue development,15/36,250/2061,0.06,3.435,5.474974383470899,6.329948493933587e-6,5.318531865145561e-4,4.7971178612495193e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/MYL3/MYL2/COL6A1/MYH7/TGM2/ACTN2/EMD/RPL38/ACTA1/SLC20A2,15,Interaction,Up
GO:0072359,circulatory system development,12/36,157/2061,0.07643312101910828,4.375796178343949,5.866308770847295,6.338068985318944e-6,5.318531865145561e-4,4.7971178612495193e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/MYL3/MYL2/COL6A1/MYH7/FLT1/TGM2/ACTN2,12,Interaction,Up
GO:0071230,cellular response to amino acid stimulus,5/36,17/2061,0.29411764705882354,16.83823529411765,8.74104090008947,6.49932119641139e-6,5.318531865145561e-4,4.7971178612495193e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL6A1,5,Interaction,Up
GO:0061061,muscle structure development,12/36,158/2061,0.0759493670886076,4.348101265822785,5.838214956865963,6.780572151954285e-6,5.318531865145561e-4,4.7971178612495193e-4,ACTN4/COL3A1/MYL3/MYL2/COL6A1/ACTN1/MYH7/NID1/ACTN2/EMD/ACTA1/XIRP1,12,Interaction,Up
GO:0007155,cell adhesion,12/36,159/2061,0.07547169811320754,4.320754716981131,5.810352099743298,7.250189494843023e-6,5.318531865145561e-4,4.7971178612495193e-4,ACTN4/COL1A1/COL3A1/CTSG/COL6A1/COL6A2/ACTN1/NID1/TGM2/ACTN2/DPT/NID2,12,Interaction,Up
GO:0071229,cellular response to acid chemical,5/36,18/2061,0.2777777777777778,15.902777777777779,8.465286121144365,8.88592747088992e-6,6.083898341735965e-4,5.487449946935531e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL6A1,5,Interaction,Up
GO:0031214,biomineral tissue development,4/36,10/2061,0.4,22.900000000000002,9.254088136885569,1.5307803643686545e-5,9.8256964637913e-4,8.862412635818526e-4,COL1A1/COL1A2/COL6A1/SLC20A2,4,Interaction,Up
GO:0009653,anatomical structure morphogenesis,16/36,308/2061,0.05194805194805195,2.9740259740259742,5.007369154785465,1.806696582361287e-5,0.0010914572882853187,9.844538653114132e-4,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/MYL3/MYL2/COL6A1/ACTN1/MYH7/FLT1/TGM2/ACTN2/RPL38/ACTA1/RPL24,16,Interaction,Up
GO:0043200,response to amino acid,5/36,22/2061,0.22727272727272727,13.011363636363635,7.550355310398319,2.5963348117785058e-5,0.001481353250942514,0.0013361255171725644,COL1A1/COL3A1/COL4A1/COL1A2/COL6A1,5,Interaction,Up
GO:0031589,cell-substrate adhesion,7/36,55/2061,0.12727272727272726,7.286363636363635,6.299233781502731,2.997131988021597e-5,0.0016200287114200948,0.0014612056229689782,ACTN4/COL1A1/COL3A1/ACTN1/NID1/ACTN2/NID2,7,Interaction,Up
GO:0060415,muscle tissue morphogenesis,4/36,13/2061,0.3076923076923077,17.615384615384617,8.011050060817437,5.019931374713871e-5,0.002532713715482063,0.0022844135393063248,COL3A1/MYL3/MYL2/MYH7,4,Interaction,Up
GO:0048729,tissue morphogenesis,7/36,60/2061,0.11666666666666667,6.679166666666667,5.951261610880332,5.356645508653937e-5,0.002532713715482063,0.0022844135393063248,COL3A1/COL4A1/MYL3/MYL2/MYH7/TGM2/ACTA1,7,Interaction,Up
GO:0097435,supramolecular fiber organization,12/36,194/2061,0.061855670103092786,3.541237113402062,4.957311874762728,5.6902269806705804e-5,0.002532713715482063,0.0022844135393063248,COL1A1/COL3A1/TPM3/COL1A2/MYL2/COL6A1/ACTN1/ACTN2/EMD/ACTA1/DPT/XIRP1,12,Interaction,Up
GO:0048646,anatomical structure formation involved in morphogenesis,11/36,164/2061,0.06707317073170732,3.8399390243902443,5.053236458857823,6.047393446809788e-5,0.002532713715482063,0.0022844135393063248,COL1A1/COL3A1/COL4A1/COL4A2/MYL2/COL6A1/ACTN1/FLT1/TGM2/ACTN2/ACTA1,11,Interaction,Up
GO:0001501,skeletal system development,6/36,42/2061,0.14285714285714285,8.178571428571427,6.265660490303438,6.137441219393492e-5,0.002532713715482063,0.0022844135393063248,COL1A1/COL3A1/COL1A2/COL6A1/TGM2/RPL38,6,Interaction,Up
GO:0001101,response to acid chemical,5/36,26/2061,0.19230769230769232,11.009615384615385,6.846903456314171,6.165320631650593e-5,0.002532713715482063,0.0022844135393063248,COL1A1/COL3A1/COL4A1/COL1A2/COL6A1,5,Interaction,Up
GO:0048644,muscle organ morphogenesis,4/36,14/2061,0.2857142857142857,16.357142857142854,7.685778559509658,6.940541703359595e-5,0.00274151397282704,0.002472743602816374,COL3A1/MYL3/MYL2/MYH7,4,Interaction,Up
GO:0060537,muscle tissue development,8/36,87/2061,0.09195402298850575,5.264367816091954,5.417676338185746,8.381608188307935e-5,0.0031881154108860184,0.0028755614837079856,COL3A1/MYL3/MYL2/COL6A1/MYH7/ACTN2/EMD/ACTA1,8,Interaction,Up
GO:0055010,ventricular cardiac muscle tissue morphogenesis,3/36,7/2061,0.42857142857142855,24.535714285714285,8.314737261088391,1.6342222428588428e-4,0.005787400839365626,0.005220020231273255,MYL3/MYL2/MYH7,3,Interaction,Up
GO:0085029,extracellular matrix assembly,3/36,7/2061,0.42857142857142855,24.535714285714285,8.314737261088391,1.6342222428588428e-4,0.005787400839365626,0.005220020231273255,COL3A1/COL1A2/COL6A1,3,Interaction,Up
GO:0003208,cardiac ventricle morphogenesis,3/36,8/2061,0.375,21.46875,7.7323977765496705,2.583363919195266e-4,0.008558434661333995,0.007719389639700624,MYL3/MYL2/MYH7,3,Interaction,Up
GO:0030282,bone mineralization,3/36,8/2061,0.375,21.46875,7.7323977765496705,2.583363919195266e-4,0.008558434661333995,0.007719389639700624,COL1A2/COL6A1/SLC20A2,3,Interaction,Up
GO:0007160,cell-matrix adhesion,5/36,35/2061,0.14285714285714285,8.178571428571427,5.709849674271484,2.715104979382401e-4,0.008713790043205393,0.007859514414001687,COL3A1/ACTN1/NID1/ACTN2/NID2,5,Interaction,Up
GO:0060348,bone development,4/36,20/2061,0.2,11.450000000000001,6.260112424477435,3.1165566382540966e-4,0.009699102022687749,0.008748229160011499,COL1A1/COL3A1/COL6A1/TGM2,4,Interaction,Up
GO:0003229,ventricular cardiac muscle tissue development,3/36,9/2061,0.3333333333333333,19.083333333333332,7.247419682281098,3.828544101822035e-4,0.011564455272268324,0.010430708388864987,MYL3/MYL2/MYH7,3,Interaction,Up
GO:0014706,striated muscle tissue development,7/36,84/2061,0.08333333333333333,4.770833333333333,4.703769076653365,4.6423429861326e-4,0.013621960705023372,0.0122865017377344,MYL3/MYL2/COL6A1/MYH7/ACTN2/EMD/ACTA1,7,Interaction,Up
GO:0001568,blood vessel development,7/36,90/2061,0.07777777777777778,4.452777777777778,4.4649738247751225,7.098473566152188e-4,0.020250367645661935,0.018265078181912062,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/FLT1/TGM2,7,Interaction,Up
GO:0055008,cardiac muscle tissue morphogenesis,3/36,11/2061,0.2727272727272727,15.613636363636362,6.478135911502893,7.341062883609132e-4,0.020376409679639402,0.018378763407044196,MYL3/MYL2/MYH7,3,Interaction,Up
GO:0007517,muscle organ development,7/36,91/2061,0.07692307692307693,4.403846153846154,4.4272072459326,7.5933673596175e-4,0.020522074416650455,0.018510147580231024,COL3A1/MYL3/MYL2/COL6A1/MYH7/EMD/ACTA1,7,Interaction,Up
GO:0001944,vasculature development,7/36,93/2061,0.07526881720430108,4.309139784946236,4.353277849805837,8.665618889908913e-4,0.022819463076760135,0.020582306675087297,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/FLT1/TGM2,7,Interaction,Up
GO:0003206,cardiac chamber morphogenesis,3/36,12/2061,0.25,14.3125,6.165263053692832,9.670780906857057e-4,0.02364736188414809,0.02132904059657697,MYL3/MYL2/MYH7,3,Interaction,Up
GO:0003231,cardiac ventricle development,3/36,12/2061,0.25,14.3125,6.165263053692832,9.670780906857057e-4,0.02364736188414809,0.02132904059657697,MYL3/MYL2/MYH7,3,Interaction,Up
GO:0032963,collagen metabolic process,3/36,12/2061,0.25,14.3125,6.165263053692832,9.670780906857057e-4,0.02364736188414809,0.02132904059657697,COL1A1/COL1A2/COL6A1,3,Interaction,Up
GO:0001503,ossification,5/36,48/2061,0.10416666666666667,5.963541666666667,4.638341813607192,0.0012148383262541114,0.028992717052477097,0.026150352079311073,COL1A1/COL1A2/COL6A1/RPL38/SLC20A2,5,Interaction,Up
GO:0002026,regulation of the force of heart contraction,3/36,13/2061,0.23076923076923078,13.211538461538462,5.887750912753557,0.001242141723767276,0.028992717052477097,0.026150352079311073,MYL3/MYL2/MYH7,3,Interaction,Up
GO:0042692,muscle cell differentiation,7/36,102/2061,0.06862745098039216,3.9289215686274517,4.044482465128455,0.001507248611120246,0.03341984017887389,0.03014345242393176,ACTN4/MYL2/COL6A1/ACTN1/NID1/ACTN2/ACTA1,7,Interaction,Up
GO:0055001,muscle cell development,6/36,75/2061,0.08,4.58,4.210138500894039,0.0015502382166112769,0.03341984017887389,0.03014345242393176,ACTN4/MYL2/COL6A1/ACTN1/ACTN2/ACTA1,6,Interaction,Up
GO:0043588,skin development,4/36,30/2061,0.13333333333333333,7.633333333333334,4.878764265193538,0.0015559061732341806,0.03341984017887389,0.03014345242393176,COL1A1/COL3A1/COL1A2/COL6A1,4,Interaction,Up
GO:0051216,cartilage development,3/36,14/2061,0.21428571428571427,12.267857142857142,5.639216594244877,0.0015619788983310093,0.03341984017887389,0.03014345242393176,COL1A1/COL3A1/COL6A1,3,Interaction,Up
GO:0007167,enzyme-linked receptor protein signaling pathway,7/36,103/2061,0.06796116504854369,3.890776699029126,4.0123532433648395,0.0015967867796387617,0.03346734740181649,0.03018630217147391,COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/COL6A1/FLT1,7,Interaction,Up
GO:0048731,system development,16/36,446/2061,0.03587443946188341,2.0538116591928253,3.3513247358772897,0.0017020464367760873,0.03496003381138083,0.03153264977606225,MT-CO1/COL1A1/COL3A1/COL4A1/COL1A2/COL4A2/MYL3/MYL2/COL6A1/MYH7/NID1/FLT1/TGM2/ACTN2/RPL38/RPL24,16,Interaction,Up
GO:0030154,cell differentiation,17/36,500/2061,0.034,1.9465,3.241727578589236,0.002069547566163789,0.04167500687157277,0.03758930563930102,ACTN4/COL1A1/COL3A1/COL4A1/COL4A2/MYL2/COL6A1/ACTN1/NID1/FLT1/TGM2/ACTN2/EMD/ACTA1/RPL24/XIRP1/SPATA20,17,Interaction,Up
GO:0007166,cell surface receptor signaling pathway,11/36,248/2061,0.04435483870967742,2.5393145161290325,3.4452968736867255,0.0023351814202297455,0.04611983304953747,0.04159837347777685,ACTN4/COL1A1/COL3A1/COL4A1/COL1A2/CTSG/COL4A2/COL6A1/NID1/FLT1/EMD,11,Interaction,Up
GO:0071495,cellular response to endogenous stimulus,9/36,177/2061,0.05084745762711865,2.9110169491525424,3.5447292558641292,0.002539796547281245,0.04921454818977054,0.0443896913924031,ACTN4/COL1A1/COL3A1/COL1A2/COL4A2/COL6A1/FLT1/ACTN2/EMD,9,Interaction,Up
