gene,pathway,database,module
PPA2,oxoacid metabolic process,GO:BP,turquoise
IDH3G,oxoacid metabolic process,GO:BP,turquoise
NAGK,organic acid catabolic process,GO:BP,turquoise
CAP1,Unmapped,NA,turquoise
PGLS,Unmapped,NA,turquoise
OTUB1,Unmapped,NA,turquoise
NIPSNAP2,Unmapped,NA,turquoise
TIAL1,Unmapped,NA,turquoise
DBT,organic acid catabolic process,GO:BP,turquoise
UBE2K,Unmapped,NA,turquoise
TPM4,Unmapped,NA,turquoise
CES2,oxoacid metabolic process,GO:BP,turquoise
GLUL,organic acid catabolic process,GO:BP,turquoise
LDHB,oxoacid metabolic process,GO:BP,turquoise
ERMP1,Unmapped,NA,turquoise
MB,Unmapped,NA,turquoise
RNF114,Unmapped,NA,turquoise
CYB5A,Unmapped,NA,turquoise
CKB,Unmapped,NA,turquoise
OXSM,oxoacid metabolic process,GO:BP,turquoise
CDC42,Unmapped,NA,turquoise
ABHD10,Unmapped,NA,turquoise
AK3,Unmapped,NA,turquoise
SGTA,Unmapped,NA,turquoise
IDH3A,oxoacid metabolic process,GO:BP,turquoise
DPYSL2,Unmapped,NA,turquoise
TUFM,Unmapped,NA,turquoise
APPL1,Unmapped,NA,turquoise
MAVS,Unmapped,NA,turquoise
HSPA9,Unmapped,NA,turquoise
PSAP,Unmapped,NA,turquoise
CA3,Unmapped,NA,turquoise
HCFC2,Unmapped,NA,turquoise
SLC16A1,organic acid catabolic process,GO:BP,turquoise
FGGY,Unmapped,NA,turquoise
COQ6,Unmapped,NA,turquoise
IDH3B,oxoacid metabolic process,GO:BP,turquoise
YWHAQ,Unmapped,NA,turquoise
FECH,Unmapped,NA,turquoise
DHRS11,Unmapped,NA,turquoise
PTMA,Unmapped,NA,turquoise
SHMT2,oxoacid metabolic process,GO:BP,turquoise
ACAA1,organic acid catabolic process,GO:BP,turquoise
TPSB2,Unmapped,NA,turquoise
BUB3,Unmapped,NA,turquoise
TARS3,Unmapped,NA,turquoise
HLA-A,Unmapped,NA,turquoise
ACOT13,Unmapped,NA,turquoise
WARS2,Unmapped,NA,turquoise
PPA1,Unmapped,NA,turquoise
PEX11B,Unmapped,NA,turquoise
NAXE,Unmapped,NA,turquoise
DPP7,Unmapped,NA,turquoise
GRPEL1,Unmapped,NA,turquoise
PCYT2,Unmapped,NA,turquoise
RABGGTA,Unmapped,NA,turquoise
DGLUCY,oxoacid metabolic process,GO:BP,turquoise
ABHD16A,Unmapped,NA,turquoise
TAGLN2,Unmapped,NA,turquoise
OPTN,Unmapped,NA,turquoise
EGLN1,Unmapped,NA,turquoise
PPP5C,Unmapped,NA,turquoise
PCBD2,oxoacid metabolic process,GO:BP,turquoise
LACTB2,Unmapped,NA,turquoise
CSTB,Unmapped,NA,turquoise
LRG1,Unmapped,NA,turquoise
ACO1,oxoacid metabolic process,GO:BP,turquoise
LYPLA1,oxoacid metabolic process,GO:BP,turquoise
CTSD,Unmapped,NA,turquoise
LRPAP1,Unmapped,NA,turquoise
LUC7L2,Unmapped,NA,turquoise
YWHAZ,Unmapped,NA,turquoise
LPP,Unmapped,NA,turquoise
ASS1,oxoacid metabolic process,GO:BP,turquoise
DMAC2L,Unmapped,NA,turquoise
MYL12B,Unmapped,NA,turquoise
ACTR2,Unmapped,NA,turquoise
SLC25A46,Unmapped,NA,turquoise
LAMTOR1,Unmapped,NA,turquoise
EHD2,Unmapped,NA,turquoise
VPS4A,Unmapped,NA,turquoise
SCCPDH,Unmapped,NA,turquoise
MYO1C,Unmapped,NA,turquoise
LYRM7,Unmapped,NA,turquoise
DYNLL1,Unmapped,NA,turquoise
ACAD9,oxoacid metabolic process,GO:BP,turquoise
LIMS1,Unmapped,NA,turquoise
HSD17B12,oxoacid metabolic process,GO:BP,turquoise
ASPA,oxoacid metabolic process,GO:BP,turquoise
PDPR,Unmapped,NA,turquoise
JPT2,Unmapped,NA,turquoise
HSPE1,Unmapped,NA,turquoise
GSTO1,oxoacid metabolic process,GO:BP,turquoise
PDK2,oxoacid metabolic process,GO:BP,turquoise
TARDBP,Unmapped,NA,turquoise
GLUD1,organic acid catabolic process,GO:BP,turquoise
FABP5,oxoacid metabolic process,GO:BP,turquoise
NIPSNAP3B,Unmapped,NA,turquoise
NXN,Unmapped,NA,turquoise
SCFD1,Unmapped,NA,turquoise
RSU1,Unmapped,NA,turquoise
UBA2,Unmapped,NA,turquoise
UBAC1,Unmapped,NA,turquoise
NPC2,Unmapped,NA,turquoise
APOOL,Unmapped,NA,turquoise
PRKDC,Unmapped,NA,turquoise
HMGB1,Unmapped,NA,turquoise
TSFM,Unmapped,NA,turquoise
APEX1,Unmapped,NA,turquoise
DPYSL3,Unmapped,NA,turquoise
GPX1,oxoacid metabolic process,GO:BP,turquoise
NUDT9,Unmapped,NA,turquoise
BCL2L13,oxoacid metabolic process,GO:BP,turquoise
ATXN10,Unmapped,NA,turquoise
ALDH7A1,Unmapped,NA,turquoise
NDUFAF4,Unmapped,NA,turquoise
NUDT3,Unmapped,NA,turquoise
IFITM1,Unmapped,NA,turquoise
LYPLAL1,Unmapped,NA,turquoise
FKBP4,Unmapped,NA,turquoise
RTN4IP1,Unmapped,NA,turquoise
RDH13,Unmapped,NA,turquoise
SEC24C,Unmapped,NA,turquoise
RTCA,Unmapped,NA,turquoise
RHOG,Unmapped,NA,turquoise
PITHD1,Unmapped,NA,turquoise
DHRS4,Unmapped,NA,turquoise
PPID,Unmapped,NA,turquoise
HSCB,Unmapped,NA,turquoise
PPP1R14B,Unmapped,NA,turquoise
SRI,Unmapped,NA,turquoise
NAE1,Unmapped,NA,turquoise
GALK1,oxoacid metabolic process,GO:BP,turquoise
MRPS35,Unmapped,NA,turquoise
GSK3A,Unmapped,NA,turquoise
ACTR3,Unmapped,NA,turquoise
MPST,organic acid catabolic process,GO:BP,turquoise
GLTP,Unmapped,NA,turquoise
FDX1,Unmapped,NA,turquoise
ALDH2,Unmapped,NA,turquoise
ITGB1,Unmapped,NA,turquoise
SULT1A1,oxoacid metabolic process,GO:BP,turquoise
ADIPOQ,organic acid catabolic process,GO:BP,turquoise
NME1,Unmapped,NA,turquoise
MSRB3,Unmapped,NA,turquoise
GCSH,organic acid catabolic process,GO:BP,turquoise
EWSR1,Unmapped,NA,turquoise
PDIA4,Unmapped,NA,turquoise
MAT2B,Unmapped,NA,turquoise
SRM,Unmapped,NA,turquoise
AHSA1,Unmapped,NA,turquoise
ANXA4,Unmapped,NA,turquoise
XRCC6,Unmapped,NA,turquoise
UBE2I,Unmapped,NA,turquoise
LAMP2,Unmapped,NA,turquoise
NDUFS1,ATP synthesis coupled electron transport,GO:BP,green
NDUFV1,ATP synthesis coupled electron transport,GO:BP,green
NDUFC2,ATP synthesis coupled electron transport,GO:BP,green
NDUFB4,ATP synthesis coupled electron transport,GO:BP,green
NDUFV2,ATP synthesis coupled electron transport,GO:BP,green
NDUFA3,ATP synthesis coupled electron transport,GO:BP,green
NDUFA7,ATP synthesis coupled electron transport,GO:BP,green
NDUFA5,ATP synthesis coupled electron transport,GO:BP,green
NDUFS8,ATP synthesis coupled electron transport,GO:BP,green
NDUFS7,ATP synthesis coupled electron transport,GO:BP,green
NDUFA9,ATP synthesis coupled electron transport,GO:BP,green
NDUFB9,ATP synthesis coupled electron transport,GO:BP,green
NDUFB3,ATP synthesis coupled electron transport,GO:BP,green
COX7B,ATP synthesis coupled electron transport,GO:BP,green
NDUFS3,ATP synthesis coupled electron transport,GO:BP,green
NDUFV3,ATP synthesis coupled electron transport,GO:BP,green
NDUFB10,ATP synthesis coupled electron transport,GO:BP,green
COX5A,ATP synthesis coupled electron transport,GO:BP,green
UQCRC2,ATP synthesis coupled electron transport,GO:BP,green
NDUFA12,ATP synthesis coupled electron transport,GO:BP,green
COX4I1,ATP synthesis coupled electron transport,GO:BP,green
VDAC2,Unmapped,NA,green
COX6B1,ATP synthesis coupled electron transport,GO:BP,green
MT-CO2,ATP synthesis coupled electron transport,GO:BP,green
NDUFS5,ATP synthesis coupled electron transport,GO:BP,green
NDUFB6,ATP synthesis coupled electron transport,GO:BP,green
NDUFS6,ATP synthesis coupled electron transport,GO:BP,green
NDUFB8,ATP synthesis coupled electron transport,GO:BP,green
NDUFB7,ATP synthesis coupled electron transport,GO:BP,green
COX5B,ATP synthesis coupled electron transport,GO:BP,green
NDUFB11,Unmapped,NA,green
NDUFA8,ATP synthesis coupled electron transport,GO:BP,green
MT-ND1,ATP synthesis coupled electron transport,GO:BP,green
NDUFS2,ATP synthesis coupled electron transport,GO:BP,green
COX7A1,ATP synthesis coupled electron transport,GO:BP,green
COX7A2,ATP synthesis coupled electron transport,GO:BP,green
UQCRQ,ATP synthesis coupled electron transport,GO:BP,green
UQCRH,ATP synthesis coupled electron transport,GO:BP,green
NDUFB5,ATP synthesis coupled electron transport,GO:BP,green
NDUFA10,ATP synthesis coupled electron transport,GO:BP,green
NDUFA2,ATP synthesis coupled electron transport,GO:BP,green
COX6C,ATP synthesis coupled electron transport,GO:BP,green
IMMT,Unmapped,NA,green
COX7C,ATP synthesis coupled electron transport,GO:BP,green
NDUFA13,Unmapped,NA,green
ATAD3A,Unmapped,NA,green
CHCHD3,Unmapped,NA,green
TMEM143,Unmapped,NA,green
NDUFA6,ATP synthesis coupled electron transport,GO:BP,green
NDUFS4,ATP synthesis coupled electron transport,GO:BP,green
NDUFB1,ATP synthesis coupled electron transport,GO:BP,green
DNAJC11,Unmapped,NA,green
CYC1,ATP synthesis coupled electron transport,GO:BP,green
COX8A,ATP synthesis coupled electron transport,GO:BP,green
TMEM11,Unmapped,NA,green
UQCRFS1,ATP synthesis coupled electron transport,GO:BP,green
MMP24OS,Unmapped,NA,green
UQCR11,ATP synthesis coupled electron transport,GO:BP,green
UQCRC1,ATP synthesis coupled electron transport,GO:BP,green
MT-CO3,ATP synthesis coupled electron transport,GO:BP,green
TOMM40,Unmapped,NA,green
MTX2,Unmapped,NA,green
MCU,Unmapped,NA,green
TOMM22,Unmapped,NA,green
TMEM126A,Unmapped,NA,green
SLC25A12,Unmapped,NA,green
TIMM8A,Unmapped,NA,green
TMEM120A,Unmapped,NA,green
TOMM5,Unmapped,NA,green
TIMM21,Unmapped,NA,green
SAMM50,Unmapped,NA,green
MYL2,Unmapped,NA,green
TNS1,Unmapped,NA,green
UQCRB,ATP synthesis coupled electron transport,GO:BP,green
ATAD1,Unmapped,NA,green
NDUFAB1,ATP synthesis coupled electron transport,GO:BP,green
MTCH2,Unmapped,NA,green
PHB2,Unmapped,NA,green
CMC2,Unmapped,NA,green
COA6,ATP synthesis coupled electron transport,GO:BP,green
VDAC1,Unmapped,NA,green
MT-ND3,ATP synthesis coupled electron transport,GO:BP,green
MRRF,Unmapped,NA,green
LACTB,Unmapped,NA,green
SLC25A13,Unmapped,NA,green
NLRX1,Unmapped,NA,green
RPA2,Unmapped,NA,green
GHITM,ATP synthesis coupled electron transport,GO:BP,green
CTSG,Unmapped,NA,green
SUPV3L1,Unmapped,NA,green
COX7A2L,ATP synthesis coupled electron transport,GO:BP,green
PDK1,Unmapped,NA,green
PPP6R1,Unmapped,NA,green
PGM5,Unmapped,NA,green
MRPL38,Unmapped,NA,green
MRPL46,Unmapped,NA,green
TGM2,Unmapped,NA,green
CLPB,Unmapped,NA,green
CLASP2,Unmapped,NA,green
MGST3,Unmapped,NA,green
THNSL1,Unmapped,NA,green
RMDN1,Unmapped,NA,green
BST2,Unmapped,NA,green
BCKDHA,Unmapped,NA,green
PLGRKT,Unmapped,NA,green
PNPT1,Unmapped,NA,green
TIMM8B,Unmapped,NA,green
VDAC3,Unmapped,NA,green
G3BP2,Unmapped,NA,green
PABPC4,Unmapped,NA,green
ERP29,Unmapped,NA,green
STOML2,Unmapped,NA,green
SLC27A1,Unmapped,NA,green
EMD,Unmapped,NA,green
AKAP1,Unmapped,NA,green
MICU2,Unmapped,NA,green
NTMT1,Unmapped,NA,green
DCTPP1,Unmapped,NA,green
MDP1,Unmapped,NA,green
CAV1,Unmapped,NA,green
SMIM20,Unmapped,NA,green
PMPCB,Unmapped,NA,green
MRPL11,Unmapped,NA,green
SNRPA,Unmapped,NA,green
EHD4,Unmapped,NA,green
DNAJA3,Unmapped,NA,green
AGO2,Unmapped,NA,green
ARPC2,Unmapped,NA,green
OXCT1,Unmapped,NA,green
NUDT16,Unmapped,NA,green
MRPL37,Unmapped,NA,green
NDUFA1,ATP synthesis coupled electron transport,GO:BP,green
RALA,Unmapped,NA,green
NIPSNAP1,Unmapped,NA,green
SLC25A42,Unmapped,NA,green
TMLHE,Unmapped,NA,green
ISOC1,Unmapped,NA,green
CYCS,ATP synthesis coupled electron transport,GO:BP,green
CAP2,Unmapped,NA,green
MOGS,Unmapped,NA,green
MFN1,Unmapped,NA,green
FTH1,Unmapped,NA,green
PLEKHF1,Unmapped,NA,green
FKBP2,Unmapped,NA,green
COX17,Unmapped,NA,green
CHCHD2,ATP synthesis coupled electron transport,GO:BP,green
RGS12,Unmapped,NA,green
QKI,Unmapped,NA,green
VPS29,Unmapped,NA,green
MT-CO1,ATP synthesis coupled electron transport,GO:BP,green
PRXL2A,Unmapped,NA,green
HNRNPH1,Unmapped,NA,green
ARPC5L,Unmapped,NA,green
COX6A2,ATP synthesis coupled electron transport,GO:BP,green
VPS4B,Unmapped,NA,green
MPP1,Unmapped,NA,green
SF1,Unmapped,NA,green
SORBS1,Unmapped,NA,green
TBC1D4,Unmapped,NA,green
TAPBP,Unmapped,NA,green
KRT10,Unmapped,NA,green
FLG2,Unmapped,NA,green
TMPO,Unmapped,NA,green
GSTM1,Unmapped,NA,green
DCD,Unmapped,NA,green
RPL17,cytoplasmic translation,GO:BP,black
RPL5,cytoplasmic translation,GO:BP,black
RPLP2,cytoplasmic translation,GO:BP,black
RPL28,cytoplasmic translation,GO:BP,black
RPL10A,cytoplasmic translation,GO:BP,black
RPL19,cytoplasmic translation,GO:BP,black
RPL6,cytoplasmic translation,GO:BP,black
RPLP0,cytoplasmic translation,GO:BP,black
RPL7,cytoplasmic translation,GO:BP,black
RPL4,cytoplasmic translation,GO:BP,black
RPL13,cytoplasmic translation,GO:BP,black
RPL29,cytoplasmic translation,GO:BP,black
RPL13A,cytoplasmic translation,GO:BP,black
RPL12,cytoplasmic translation,GO:BP,black
RPL23A,cytoplasmic translation,GO:BP,black
RPL37A,cytoplasmic translation,GO:BP,black
RPL14,cytoplasmic translation,GO:BP,black
RPL7A,cytoplasmic translation,GO:BP,black
TRDN,Unmapped,NA,black
RPL36,cytoplasmic translation,GO:BP,black
PA2G4,translation,GO:BP,black
PRKRA,Unmapped,NA,black
RPL30,cytoplasmic translation,GO:BP,black
RPL10,cytoplasmic translation,GO:BP,black
RPLP1,cytoplasmic translation,GO:BP,black
RPL3L,translation,GO:BP,black
MYPN,Unmapped,NA,black
MYO18A,Unmapped,NA,black
RPL11,cytoplasmic translation,GO:BP,black
RPL8,cytoplasmic translation,GO:BP,black
MYOT,Unmapped,NA,black
RPL18,cytoplasmic translation,GO:BP,black
RTCB,Unmapped,NA,black
CAPRIN1,translation,GO:BP,black
RPL36AL,translation,GO:BP,black
RPL27A,cytoplasmic translation,GO:BP,black
RPL35,cytoplasmic translation,GO:BP,black
NEXN,Unmapped,NA,black
RPL15,cytoplasmic translation,GO:BP,black
RPL24,cytoplasmic translation,GO:BP,black
RPL26,cytoplasmic translation,GO:BP,black
RPL35A,cytoplasmic translation,GO:BP,black
RPL3,cytoplasmic translation,GO:BP,black
PELO,translation,GO:BP,black
LDB3,Unmapped,NA,black
RPL31,cytoplasmic translation,GO:BP,black
SFPQ,Unmapped,NA,black
VAPA,Unmapped,NA,black
RPL32,cytoplasmic translation,GO:BP,black
RBL1,Unmapped,NA,black
NPM1,translation,GO:BP,black
RPL18A,cytoplasmic translation,GO:BP,black
YBX1,cytoplasmic translation,GO:BP,black
PURB,translation,GO:BP,black
CSNK2A1,translation,GO:BP,black
MMGT1,Unmapped,NA,black
LASP1,Unmapped,NA,black
JPH1,Unmapped,NA,black
NONO,Unmapped,NA,black
CSDE1,cytoplasmic translation,GO:BP,black
SRL,Unmapped,NA,black
HDLBP,Unmapped,NA,black
DBNL,Unmapped,NA,black
SYNCRIP,cytoplasmic translation,GO:BP,black
RPS15A,cytoplasmic translation,GO:BP,black
EIF2S2,cytoplasmic translation,GO:BP,black
MAP1LC3B2,Unmapped,NA,black
CAPN3,Unmapped,NA,black
G3BP1,Unmapped,NA,black
HNRNPA1,Unmapped,NA,black
TWF2,Unmapped,NA,black
ATP2B1,Unmapped,NA,black
SNRPD3,Unmapped,NA,black
EIF2S1,translation,GO:BP,black
HGS,Unmapped,NA,black
CRKL,Unmapped,NA,black
KPNA3,Unmapped,NA,black
RPS10,cytoplasmic translation,GO:BP,black
CSNK2B,Unmapped,NA,black
HNRNPR,Unmapped,NA,black
FUS,Unmapped,NA,black
AHNAK,Unmapped,NA,black
HP1BP3,Unmapped,NA,black
RTRAF,Unmapped,NA,black
EIF3H,cytoplasmic translation,GO:BP,black
SRSF1,Unmapped,NA,black
RPS23,cytoplasmic translation,GO:BP,black
PDAP1,Unmapped,NA,black
MVP,Unmapped,NA,black
UBAP2L,Unmapped,NA,black
DHX9,cytoplasmic translation,GO:BP,black
RPS24,cytoplasmic translation,GO:BP,black
CLIC1,Unmapped,NA,black
GSN,Unmapped,NA,black
SPTBN1,Unmapped,NA,black
CORO1B,Unmapped,NA,black
NCL,translation,GO:BP,black
FBLN1,Unmapped,NA,black
ATP5F1A,purine-containing compound biosynthetic process,GO:BP,pink
SLC25A3,Unmapped,NA,pink
OGDH,purine-containing compound metabolic process,GO:BP,pink
ATP5ME,purine-containing compound biosynthetic process,GO:BP,pink
ATP5MG,purine-containing compound biosynthetic process,GO:BP,pink
PTGES2,Unmapped,NA,pink
ATP5PB,purine-containing compound biosynthetic process,GO:BP,pink
ATP5PO,purine-containing compound biosynthetic process,GO:BP,pink
LRPPRC,Unmapped,NA,pink
FAM162A,Unmapped,NA,pink
ATP5PD,purine-containing compound biosynthetic process,GO:BP,pink
MPC1,Unmapped,NA,pink
ATP5F1C,purine-containing compound biosynthetic process,GO:BP,pink
NDUFA4,Unmapped,NA,pink
SLC25A5,Unmapped,NA,pink
SLIRP,Unmapped,NA,pink
AIFM1,Unmapped,NA,pink
ATP5F1B,purine-containing compound biosynthetic process,GO:BP,pink
MT-ATP8,purine-containing compound biosynthetic process,GO:BP,pink
MPC2,purine-containing compound biosynthetic process,GO:BP,pink
PDHA1,purine-containing compound biosynthetic process,GO:BP,pink
PDHB,purine-containing compound biosynthetic process,GO:BP,pink
APOO,Unmapped,NA,pink
PDHX,purine-containing compound biosynthetic process,GO:BP,pink
ATP5F1E,purine-containing compound biosynthetic process,GO:BP,pink
MRPL21,Unmapped,NA,pink
KDM5B,Unmapped,NA,pink
SPRYD4,Unmapped,NA,pink
SDHD,purine-containing compound biosynthetic process,GO:BP,pink
MRPS25,Unmapped,NA,pink
ACY1,Unmapped,NA,pink
CMYA5,Unmapped,NA,pink
HSD17B10,Unmapped,NA,pink
PTCD3,Unmapped,NA,pink
MRPS15,Unmapped,NA,pink
DLAT,purine-containing compound biosynthetic process,GO:BP,pink
ATP5MF,purine-containing compound biosynthetic process,GO:BP,pink
MRPS18B,Unmapped,NA,pink
AGK,Unmapped,NA,pink
MRPS18A,Unmapped,NA,pink
ROMO1,Unmapped,NA,pink
DLD,purine-containing compound biosynthetic process,GO:BP,pink
ME2,purine-containing compound metabolic process,GO:BP,pink
TNMD,Unmapped,NA,pink
C6orf136,Unmapped,NA,pink
BAIAP3,Unmapped,NA,pink
HINT2,Unmapped,NA,pink
MRPL50,Unmapped,NA,pink
QARS1,Unmapped,NA,pink
ATP5PF,purine-containing compound biosynthetic process,GO:BP,pink
FUNDC2,Unmapped,NA,pink
MRPL13,Unmapped,NA,pink
OPA3,Unmapped,NA,pink
MRPL54,Unmapped,NA,pink
MRPS5,Unmapped,NA,pink
ENDOG,Unmapped,NA,pink
MFN2,Unmapped,NA,pink
FIS1,purine-containing compound metabolic process,GO:BP,pink
CLUH,Unmapped,NA,pink
C1QBP,Unmapped,NA,pink
TSPO,purine-containing compound metabolic process,GO:BP,pink
NUDT19,purine-containing compound metabolic process,GO:BP,pink
ANK2,Unmapped,NA,pink
MTX1,Unmapped,NA,pink
PFKFB2,purine-containing compound metabolic process,GO:BP,pink
SNF8,Unmapped,NA,pink
FSCN1,Unmapped,NA,pink
NME2,purine-containing compound biosynthetic process,GO:BP,pink
ATP5F1D,purine-containing compound biosynthetic process,GO:BP,pink
CTNNA1,Unmapped,NA,pink
ETHE1,Unmapped,NA,pink
COQ10B,Unmapped,NA,pink
AIMP2,Unmapped,NA,pink
PGRMC2,Unmapped,NA,pink
AP2B1,Unmapped,NA,pink
IAH1,Unmapped,NA,pink
PTGR1,Unmapped,NA,pink
PDXK,Unmapped,NA,pink
TMSB4X,purine-containing compound biosynthetic process,GO:BP,pink
ATP1B1,purine-containing compound metabolic process,GO:BP,pink
DNM2,Unmapped,NA,pink
TOMM70,Unmapped,NA,pink
