gene,pathway,database,cluster
GMPPB,HALLMARK_GLYCOLYSIS,Hallmark,C1
SPCS1,Unmapped,NA,C1
SAR1B,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
SESN1,cellular response to chemical stimulus,GO:BP,C1
SEC23IP,Golgi organization,GO:BP,C1
MMP24OS,Unmapped,NA,C2
TARS3,Unmapped,NA,C2
VWA8,Unmapped,NA,C2
PGP,phosphate-containing compound metabolic process,GO:BP,C2
NUDT19,monocarboxylic acid catabolic process,GO:BP,C2
NDUFS8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PDHX,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
DNM1L,monoatomic ion transport,GO:BP,C2
RTCA,Unmapped,NA,C2
NDUFA4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CES2,Unmapped,NA,C2
SDHD,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX7A2L,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFAB1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
OPLAH,modified amino acid metabolic process,GO:BP,C2
MGST3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
RGS12,Unmapped,NA,C2
UQCRQ,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MYL12B,Unmapped,NA,C2
UQCR11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
BCAT2,small molecule biosynthetic process,GO:BP,C2
NDUFS4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
AKR7A2,carbohydrate derivative metabolic process,GO:BP,C2
TIMM44,mitochondrial transmembrane transport,GO:BP,C2
CHMP2A,Unmapped,NA,C2
NDUFB5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SGTA,Unmapped,NA,C2
SLC25A20,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IDH3B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFS5,monoatomic ion transport,GO:BP,C2
TIMM8A,Unmapped,NA,C2
OPA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PFKFB2,phosphate-containing compound metabolic process,GO:BP,C2
NOL3,monoatomic ion transport,GO:BP,C2
CLASP2,Unmapped,NA,C2
CLUH,Unmapped,NA,C2
COQ9,HALLMARK_ADIPOGENESIS,Hallmark,C2
NDUFS7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFS2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NIPSNAP2,monoatomic ion transport,GO:BP,C2
NDUFS6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MTX2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PMPCB,mitochondrial transmembrane transport,GO:BP,C2
NDUFS3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ECI2,monocarboxylic acid catabolic process,GO:BP,C2
LYPLA1,organic acid transport,GO:BP,C2
SLC25A12,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SCO1,respiratory chain complex IV assembly,GO:BP,C2
ALDH1L1,phosphate-containing compound metabolic process,GO:BP,C2
ATP5PD,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5MG,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TPPP,Unmapped,NA,C2
BAIAP3,Unmapped,NA,C2
TOMM70,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LETM1,mitochondrial transmembrane transport,GO:BP,C2
NDUFC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA10,monoatomic ion transport,GO:BP,C2
PGLS,phosphate-containing compound metabolic process,GO:BP,C2
MPC2,mitochondrial transmembrane transport,GO:BP,C2
ETHE1,modified amino acid metabolic process,GO:BP,C2
CAVIN2,HALLMARK_ADIPOGENESIS,Hallmark,C2
MLYCD,monocarboxylic acid catabolic process,GO:BP,C2
AIFM1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB10,monoatomic ion transport,GO:BP,C2
TOMM40,mitochondrial transmembrane transport,GO:BP,C2
GLUD1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MT-CO2,monoatomic ion transport,GO:BP,C2
MT-CO3,monoatomic ion transport,GO:BP,C2
GOT2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ASS1,amide biosynthetic process,GO:BP,C2
FN1,phosphate-containing compound metabolic process,GO:BP,C2
MT-ND1,monoatomic ion transport,GO:BP,C2
MT-ND2,monoatomic ion transport,GO:BP,C2
MT-ND3,monoatomic ion transport,GO:BP,C2
MT-ND4,monoatomic ion transport,GO:BP,C2
MT-ND5,monoatomic ion transport,GO:BP,C2
MT-ATP8,monoatomic ion transport,GO:BP,C2
SOD2,modified amino acid metabolic process,GO:BP,C2
SLC25A5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PCCA,monocarboxylic acid catabolic process,GO:BP,C2
PCCB,monocarboxylic acid catabolic process,GO:BP,C2
FABP3,phosphate-containing compound metabolic process,GO:BP,C2
ATP5F1B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
UQCRH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SOD3,response to decreased oxygen levels,GO:BP,C2
CTSG,phosphate-containing compound metabolic process,GO:BP,C2
PDHA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CYC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACAA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX6C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FDX1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX8A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GAA,Unmapped,NA,C2
DLAT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX5B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HSPD1,mitochondrial transmembrane transport,GO:BP,C2
PDHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PYGB,Unmapped,NA,C2
ACADM,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PABPC1,Unmapped,NA,C2
SLC25A4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SLC25A6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
BCKDHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX4I1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PLS3,Unmapped,NA,C2
ETFA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FDPS,phosphate-containing compound metabolic process,GO:BP,C2
COX7A2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SLC2A4,carbohydrate derivative metabolic process,GO:BP,C2
COX6B1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
JUP,Unmapped,NA,C2
UQCRB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FABP4,HALLMARK_ADIPOGENESIS,Hallmark,C2
GLUL,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
COX7C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACADS,monocarboxylic acid catabolic process,GO:BP,C2
CD36,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
TMEM11,Unmapped,NA,C2
GOT1,phosphate-containing compound metabolic process,GO:BP,C2
CKMT2,phosphate-containing compound metabolic process,GO:BP,C2
NDUFB7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5PF,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HK1,phosphate-containing compound metabolic process,GO:BP,C2
NDUFV2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX5A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MAOA,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
ACO1,tricarboxylic acid metabolic process,GO:BP,C2
VDAC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SDHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MMUT,phosphate-containing compound metabolic process,GO:BP,C2
UQCRC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ME2,phosphate-containing compound metabolic process,GO:BP,C2
GCSH,Unmapped,NA,C2
CPT2,monocarboxylic acid catabolic process,GO:BP,C2
GPT,small molecule biosynthetic process,GO:BP,C2
COX7A1,monoatomic ion transport,GO:BP,C2
COX7B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5PB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACAT1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5F1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IVD,monocarboxylic acid catabolic process,GO:BP,C2
HMGB2,Unmapped,NA,C2
MAOB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LAP3,Unmapped,NA,C2
GNA11,Unmapped,NA,C2
ALDH4A1,modified amino acid metabolic process,GO:BP,C2
ERP29,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
PRDX3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5F1D,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ECHS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PPIF,monoatomic ion transport,GO:BP,C2
TSPO,monoatomic ion transport,GO:BP,C2
SDHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
UQCRC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HIBADH,Unmapped,NA,C2
HNRNPH1,Unmapped,NA,C2
ACSL1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
SHMT2,mitochondrial translation,GO:BP,C2
CTNNA1,Unmapped,NA,C2
SPR,small molecule biosynthetic process,GO:BP,C2
ADD1,Unmapped,NA,C2
BSG,Unmapped,NA,C2
HMGCL,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
ATP5F1C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LONP1,response to decreased oxygen levels,GO:BP,C2
DLST,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TAGLN2,Unmapped,NA,C2
ETFB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HSPA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HADHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ECI1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LRPPRC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACAA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CRAT,monocarboxylic acid catabolic process,GO:BP,C2
NAMPT,phosphate-containing compound metabolic process,GO:BP,C2
TSFM,mitochondrial translation,GO:BP,C2
ASPA,Unmapped,NA,C2
VDAC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACADSB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MAP2K4,Unmapped,NA,C2
PHKA2,Unmapped,NA,C2
MTIF2,mitochondrial translation,GO:BP,C2
MAP2K3,phosphate-containing compound metabolic process,GO:BP,C2
QARS1,phosphate-containing compound metabolic process,GO:BP,C2
UQCRFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5PO,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LSS,small molecule biosynthetic process,GO:BP,C2
IDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MRPL19,mitochondrial translation,GO:BP,C2
TUFM,mitochondrial translation,GO:BP,C2
ALDH7A1,modified amino acid metabolic process,GO:BP,C2
ACADVL,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACOT2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
NDUFV1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IDH3A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CPT1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP1A2,monoatomic ion transport,GO:BP,C2
IDH3G,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GALK1,phosphate-containing compound metabolic process,GO:BP,C2
ALDH5A1,glutamine family amino acid metabolic process,GO:BP,C2
SUOX,Unmapped,NA,C2
NDUFA8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MAP2K6,organic acid transport,GO:BP,C2
MRPL12,mitochondrial translation,GO:BP,C2
PPP5C,phosphate-containing compound metabolic process,GO:BP,C2
NUBP1,metallo-sulfur cluster assembly,GO:BP,C2
SUCLG1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HCCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SMTN,Unmapped,NA,C2
SLC16A1,monocarboxylic acid catabolic process,GO:BP,C2
IST1,Unmapped,NA,C2
AK2,phosphate-containing compound metabolic process,GO:BP,C2
HADHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
OXCT1,Unmapped,NA,C2
ATP5MF,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFV3,monoatomic ion transport,GO:BP,C2
ATP5F1E,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5ME,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SYNJ2BP,Unmapped,NA,C2
CD81,Unmapped,NA,C2
ACTR3,Unmapped,NA,C2
ABCE1,Unmapped,NA,C2
HSPE1,Unmapped,NA,C2
TIMM10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
UBE2I,Unmapped,NA,C2
SELENOW,Unmapped,NA,C2
PIP4K2B,phosphate-containing compound metabolic process,GO:BP,C2
GSTO1,monoatomic ion transport,GO:BP,C2
MRPS25,mitochondrial translation,GO:BP,C2
MRPS5,mitochondrial translation,GO:BP,C2
MRPS36,Unmapped,NA,C2
MRPS21,mitochondrial translation,GO:BP,C2
LACTB,Unmapped,NA,C2
RHOG,Unmapped,NA,C2
CYCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TFAM,mitochondrial RNA metabolic process,GO:BP,C2
SLC25A3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PLIN5,monocarboxylic acid catabolic process,GO:BP,C2
ANK2,monoatomic ion transport,GO:BP,C2
OGDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX6A2,Unmapped,NA,C2
ALDH6A1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
BDH1,Unmapped,NA,C2
SLC25A11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACY1,Unmapped,NA,C2
SSBP1,mitochondrial genome maintenance,GO:BP,C2
C1QBP,mitochondrial translation,GO:BP,C2
PMPCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GRSF1,mitochondrial RNA metabolic process,GO:BP,C2
AIMP1,Unmapped,NA,C2
TRAP1,regulation of cellular respiration,GO:BP,C2
ECH1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TARDBP,phosphate-containing compound metabolic process,GO:BP,C2
PABPC4,Unmapped,NA,C2
NNT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MTX1,Unmapped,NA,C2
ASAH1,amide biosynthetic process,GO:BP,C2
AUH,monocarboxylic acid catabolic process,GO:BP,C2
IDI1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
COX17,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ENDOG,response to decreased oxygen levels,GO:BP,C2
TRIM25,Unmapped,NA,C2
PTGR1,Unmapped,NA,C2
EMC2,Unmapped,NA,C2
PDK1,phosphate-containing compound metabolic process,GO:BP,C2
PDK2,phosphate-containing compound metabolic process,GO:BP,C2
ADIPOQ,monocarboxylic acid catabolic process,GO:BP,C2
ETFDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FXN,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
DECR1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CLPP,Unmapped,NA,C2
TST,mitochondrial transmembrane transport,GO:BP,C2
KYAT1,Unmapped,NA,C2
NDUFA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PPP1R3A,Unmapped,NA,C2
HADH,monocarboxylic acid catabolic process,GO:BP,C2
IMMT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IAH1,Unmapped,NA,C2
TIMM50,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NADK2,phosphate-containing compound metabolic process,GO:BP,C2
HSD17B12,phosphate-containing compound metabolic process,GO:BP,C2
AGK,phosphate-containing compound metabolic process,GO:BP,C2
LACTB2,Unmapped,NA,C2
COQ5,HALLMARK_ADIPOGENESIS,Hallmark,C2
PITRM1,Unmapped,NA,C2
COA6,respiratory chain complex IV assembly,GO:BP,C2
TTC38,Unmapped,NA,C2
C6orf136,Unmapped,NA,C2
IBA57,metallo-sulfur cluster assembly,GO:BP,C2
LYRM7,Unmapped,NA,C2
LYPLAL1,Unmapped,NA,C2
MICOS13,Unmapped,NA,C2
ETFRF1,Unmapped,NA,C2
HIBCH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
MRPL54,mitochondrial translation,GO:BP,C2
TATDN1,Unmapped,NA,C2
FAHD1,Unmapped,NA,C2
SLC27A1,phosphate-containing compound metabolic process,GO:BP,C2
APOOL,Unmapped,NA,C2
HSDL2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
UBE2R2,Unmapped,NA,C2
TRMT10C,mitochondrial translation,GO:BP,C2
ERMP1,Unmapped,NA,C2
MRPL21,mitochondrial translation,GO:BP,C2
DGLUCY,glutamine family amino acid metabolic process,GO:BP,C2
MAVS,phosphate-containing compound metabolic process,GO:BP,C2
HDDC2,Unmapped,NA,C2
DCXR,monocarboxylic acid catabolic process,GO:BP,C2
GLRX5,metallo-sulfur cluster assembly,GO:BP,C2
ISCA2,metallo-sulfur cluster assembly,GO:BP,C2
NLRX1,Unmapped,NA,C2
MDP1,Unmapped,NA,C2
SLC25A42,modified amino acid metabolic process,GO:BP,C2
LDHD,monocarboxylic acid catabolic process,GO:BP,C2
ECHDC2,monocarboxylic acid catabolic process,GO:BP,C2
NAXD,phosphate-containing compound metabolic process,GO:BP,C2
MFN1,phosphate-containing compound metabolic process,GO:BP,C2
HSCB,metallo-sulfur cluster assembly,GO:BP,C2
ADHFE1,2-oxoglutarate metabolic process,GO:BP,C2
SUPV3L1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
THNSL1,Unmapped,NA,C2
MICU2,mitochondrial transmembrane transport,GO:BP,C2
FAM185A,Unmapped,NA,C2
NDUFAF2,Unmapped,NA,C2
GPD1L,monoatomic ion transport,GO:BP,C2
CMYA5,Unmapped,NA,C2
TOMM5,Unmapped,NA,C2
CHCHD4,mitochondrial transmembrane transport,GO:BP,C2
CBR4,phosphate-containing compound metabolic process,GO:BP,C2
SMIM20,respiratory chain complex IV assembly,GO:BP,C2
ATPAF2,Unmapped,NA,C2
MRPL50,mitochondrial translation,GO:BP,C2
RDH13,Unmapped,NA,C2
ATAD1,Unmapped,NA,C2
SCCPDH,carbohydrate derivative metabolic process,GO:BP,C2
PDPR,Unmapped,NA,C2
NAXE,phosphate-containing compound metabolic process,GO:BP,C2
CHDH,modified amino acid metabolic process,GO:BP,C2
MCU,mitochondrial transmembrane transport,GO:BP,C2
ABHD11,Unmapped,NA,C2
PPTC7,phosphate-containing compound metabolic process,GO:BP,C2
COQ8A,phosphate-containing compound metabolic process,GO:BP,C2
NUBPL,metallo-sulfur cluster assembly,GO:BP,C2
PNPT1,mitochondrial transmembrane transport,GO:BP,C2
GPT2,2-oxoglutarate metabolic process,GO:BP,C2
SMIM4,Unmapped,NA,C2
SCFD1,response to decreased oxygen levels,GO:BP,C2
SPRYD4,Unmapped,NA,C2
RTN4IP1,small molecule biosynthetic process,GO:BP,C2
THAP4,Unmapped,NA,C2
HSD17B8,small molecule biosynthetic process,GO:BP,C2
CPT1B,monocarboxylic acid catabolic process,GO:BP,C2
AKAP1,Unmapped,NA,C2
GCDH,monocarboxylic acid catabolic process,GO:BP,C2
USP13,Unmapped,NA,C2
FAM162A,response to decreased oxygen levels,GO:BP,C2
TMEM230,Unmapped,NA,C2
ISOC2,Unmapped,NA,C2
SLC25A46,respiratory chain complex IV assembly,GO:BP,C2
TMEM143,Unmapped,NA,C2
FAM136A,Unmapped,NA,C2
FGGY,phosphate-containing compound metabolic process,GO:BP,C2
ACSF2,phosphate-containing compound metabolic process,GO:BP,C2
ISOC1,Unmapped,NA,C2
OPTN,Unmapped,NA,C2
KCTD12,Unmapped,NA,C2
RMDN1,Unmapped,NA,C2
ECHDC3,Unmapped,NA,C2
NUDT16,phosphate-containing compound metabolic process,GO:BP,C2
MRPL38,mitochondrial translation,GO:BP,C2
DAZAP1,Unmapped,NA,C2
DNAJA3,phosphate-containing compound metabolic process,GO:BP,C2
PTCD3,mitochondrial translation,GO:BP,C2
CHMP6,phosphate-containing compound metabolic process,GO:BP,C2
FAHD2A,Unmapped,NA,C2
SUCLG2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
COQ10A,Unmapped,NA,C2
MCEE,monocarboxylic acid catabolic process,GO:BP,C2
MCCC1,HALLMARK_ADIPOGENESIS,Hallmark,C2
PCYT2,phosphate-containing compound metabolic process,GO:BP,C2
PLIN2,HALLMARK_ADIPOGENESIS,Hallmark,C2
PHB2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HSD17B10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
DMAC2L,monoatomic ion transport,GO:BP,C2
ACO2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COQ7,small molecule biosynthetic process,GO:BP,C2
SLC29A1,response to decreased oxygen levels,GO:BP,C2
NIPSNAP1,Unmapped,NA,C2
ARPC5L,Unmapped,NA,C2
MICU1,mitochondrial transmembrane transport,GO:BP,C2
PRXL2A,Unmapped,NA,C2
NIPSNAP3B,Unmapped,NA,C2
NTPCR,Unmapped,NA,C2
AGMAT,amide biosynthetic process,GO:BP,C2
TACO1,mitochondrial translation,GO:BP,C2
UBAC1,Unmapped,NA,C2
AARSD1,Unmapped,NA,C2
DHRS4,Unmapped,NA,C2
TMEM70,Unmapped,NA,C2
CHCHD7,Unmapped,NA,C2
APOO,Unmapped,NA,C2
ABHD6,phosphate-containing compound metabolic process,GO:BP,C2
MECR,amide biosynthetic process,GO:BP,C2
TIMM21,mitochondrial transmembrane transport,GO:BP,C2
NUDT9,phosphate-containing compound metabolic process,GO:BP,C2
SORBS1,HALLMARK_ADIPOGENESIS,Hallmark,C2
HINT2,lipid biosynthetic process,GO:BP,C2
TMEM120A,monoatomic ion transport,GO:BP,C2
BCL2L13,phosphate-containing compound metabolic process,GO:BP,C2
HDHD5,phosphate-containing compound metabolic process,GO:BP,C2
MRPL13,mitochondrial translation,GO:BP,C2
MRPL9,mitochondrial translation,GO:BP,C2
MRPL1,mitochondrial translation,GO:BP,C2
BCO2,Unmapped,NA,C2
MRPL37,mitochondrial translation,GO:BP,C2
SLIRP,mitochondrial RNA metabolic process,GO:BP,C2
EGLN1,response to decreased oxygen levels,GO:BP,C2
TMEM126A,Unmapped,NA,C2
PAIP1,Unmapped,NA,C2
CLPB,Unmapped,NA,C2
PCBD2,small molecule biosynthetic process,GO:BP,C2
EHD4,phosphate-containing compound metabolic process,GO:BP,C2
TNMD,Unmapped,NA,C2
PPA2,phosphate-containing compound metabolic process,GO:BP,C2
MRPL46,mitochondrial translation,GO:BP,C2
GHITM,mitochondrial transmembrane transport,GO:BP,C2
FN3K,carbohydrate derivative metabolic process,GO:BP,C2
OPA3,Unmapped,NA,C2
DCTPP1,phosphate-containing compound metabolic process,GO:BP,C2
PTGES2,small molecule biosynthetic process,GO:BP,C2
ACAD9,Unmapped,NA,C2
COQ10B,Unmapped,NA,C2
SFXN1,mitochondrial transmembrane transport,GO:BP,C2
L2HGDH,2-oxoglutarate metabolic process,GO:BP,C2
FN3KRP,Unmapped,NA,C2
RDH14,Unmapped,NA,C2
PARVB,Unmapped,NA,C2
MCCC2,phosphate-containing compound metabolic process,GO:BP,C2
TXNRD2,Unmapped,NA,C2
SSU72,Unmapped,NA,C2
SARS2,mitochondrial translation,GO:BP,C2
ACOT13,Unmapped,NA,C2
MRPL40,mitochondrial translation,GO:BP,C2
HINT3,Unmapped,NA,C2
ACSS2,phosphate-containing compound metabolic process,GO:BP,C2
DIABLO,Unmapped,NA,C2
SDR39U1,Unmapped,NA,C2
AASDHPPT,small molecule biosynthetic process,GO:BP,C2
CMC2,Unmapped,NA,C2
HEBP1,Unmapped,NA,C2
TOMM22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IARS2,mitochondrial translation,GO:BP,C2
SIRT3,amide biosynthetic process,GO:BP,C2
ACSS1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
ABHD10,Unmapped,NA,C2
PANK4,phosphate-containing compound metabolic process,GO:BP,C2
