uniprot_id,gene,contrast,flag
Q86SX6,GLRX5,Training_Old,never_sig
Q86TC9,MYPN,Training_Old,never_sig
Q86TD4,SRL,Training_Old,never_sig
Q86TP1,PRUNE1,Training_Old,never_sig
Q86TX2,ACOT1,Training_Old,never_sig
Q86U28,ISCA2,Training_Old,never_sig
Q86UE4,MTDH,Training_Old,never_sig
Q86UP2,KTN1,Training_Old,never_sig
Q86UT6,NLRX1,Training_Old,never_sig
Q86V81,ALYREF,Training_Old,never_sig
Q86V88,MDP1,Training_Old,never_sig
Q86VD7,SLC25A42,Training_Old,never_sig
Q86VF7,NRAP,Training_Old,never_sig
Q86VN1,VPS36,Training_Old,never_sig
Q86VP6,CAND1,Training_Old,never_sig
Q86VX2,COMMD7,Training_Old,never_sig
Q86WU2,LDHD,Training_Old,never_sig
Q86X55,CARM1,Training_Old,never_sig
Q86X76,NIT1,Training_Old,never_sig
Q86Y39,NDUFA11,Training_Old,never_sig
Q86YB7,ECHDC2,Training_Old,never_sig
Q8IUZ5,PHYKPL,Training_Old,never_sig
Q8IVN3,MUSTN1,Training_Old,never_sig
Q8IW45,NAXD,Training_Old,never_sig
Q8IWA4,MFN1,Training_Old,never_sig
Q8IWA5,SLC44A2,Training_Old,never_sig
Q8IWL3,HSCB,Training_Old,never_sig
Q8IWW8,ADHFE1,Training_Old,never_sig
Q8IWX7,UNC45B,Training_Old,never_sig
Q8IXL7,MSRB3,Training_Old,never_sig
Q8IXV7,KLHDC8B,Training_Old,never_sig
Q8IYB8,SUPV3L1,Training_Old,never_sig
Q8IYQ7,THNSL1,Training_Old,never_sig
Q8IYS1,PM20D2,Training_Old,never_sig
Q8IYU8,MICU2,Training_Old,never_sig
Q8IZ81,ELMOD2,Training_Old,never_sig
Q8IZ83,ALDH16A1,Training_Old,never_sig
Q8N0U4,FAM185A,Training_Old,never_sig
Q8N142,ADSS1,Training_Old,never_sig
Q8N183,NDUFAF2,Training_Old,never_sig
Q8N1G4,LRRC47,Training_Old,never_sig
Q8N335,GPD1L,Training_Old,never_sig
Q8N3D4,EHBP1L1,Training_Old,never_sig
Q8N3K9,CMYA5,Training_Old,never_sig
Q8N3L3,TXLNB,Training_Old,never_sig
Q8N3V7,SYNPO,Training_Old,never_sig
Q8N4H5,TOMM5,Training_Old,never_sig
Q8N4Q1,CHCHD4,Training_Old,never_sig
Q8N4T8,CBR4,Training_Old,never_sig
Q8N4V1,MMGT1,Training_Old,never_sig
Q8N5G0,SMIM20,Training_Old,never_sig
Q8N5K1,CISD2,Training_Old,never_sig
Q8N5M1,ATPAF2,Training_Old,never_sig
Q8N5M9,JAGN1,Training_Old,never_sig
Q8N5N7,MRPL50,Training_Old,never_sig
Q8N766,EMC1,Training_Old,never_sig
Q8N8N7,PTGR2,Training_Old,never_sig
Q8NB12,SMYD1,Training_Old,never_sig
Q8NBF2,NHLRC2,Training_Old,never_sig
Q8NBN7,RDH13,Training_Old,never_sig
Q8NBS9,TXNDC5,Training_Old,never_sig
Q8NBU5,ATAD1,Training_Old,never_sig
Q8NBX0,SCCPDH,Training_Old,never_sig
Q8NC51,SERBP1,Training_Old,never_sig
Q8NCA5,FAM98A,Training_Old,never_sig
Q8NCN5,PDPR,Training_Old,never_sig
Q8NCW5,NAXE,Training_Old,never_sig
Q8NDH3,NPEPL1,Training_Old,never_sig
Q8NDY3,ADPRHL1,Training_Old,never_sig
Q8NE62,CHDH,Training_Old,never_sig
Q8NE71,ABCF1,Training_Old,never_sig
Q8NE86,MCU,Training_Old,never_sig
Q8NFV4,ABHD11,Training_Old,never_sig
Q8NHH9,ATL2,Training_Old,never_sig
Q8NI37,PPTC7,Training_Old,never_sig
Q8NI60,COQ8A,Training_Old,never_sig
Q8TAT6,NPLOC4,Training_Old,never_sig
Q8TB22,SPATA20,Training_Old,never_sig
Q8TB37,NUBPL,Training_Old,never_sig
Q8TB45,DEPTOR,Training_Old,never_sig
Q8TC12,RDH11,Training_Old,never_sig
Q8TCA0,LRRC20,Training_Old,never_sig
Q8TCD5,NT5C,Training_Old,never_sig
Q8TCS8,PNPT1,Training_Old,never_sig
Q8TCT8,SPPL2A,Training_Old,never_sig
Q8TCU6,PREX1,Training_Old,never_sig
Q8TD19,NEK9,Training_Old,never_sig
Q8TD30,GPT2,Training_Old,never_sig
Q8TDC0,MYOZ3,Training_Old,never_sig
Q8TDX7,NEK7,Training_Old,never_sig
Q8TEA8,DTD1,Training_Old,never_sig
Q8TED0,UTP15,Training_Old,never_sig
Q8WTS6,SETD7,Training_Old,never_sig
Q8WUM0,NUP133,Training_Old,never_sig
Q8WUM4,PDCD6IP,Training_Old,never_sig
Q8WUY1,THEM6,Training_Old,never_sig
Q8WVI0,SMIM4,Training_Old,never_sig
Q8WVJ2,NUDCD2,Training_Old,never_sig
Q8WVM8,SCFD1,Training_Old,never_sig
Q8WW12,PCNP,Training_Old,never_sig
Q8WW22,DNAJA4,Training_Old,never_sig
Q8WW59,SPRYD4,Training_Old,never_sig
Q8WWV3,RTN4IP1,Training_Old,never_sig
Q8WX93,PALLD,Training_Old,never_sig
Q8WXH0,SYNE2,Training_Old,never_sig
Q8WY91,THAP4,Training_Old,never_sig
Q8WYA0,IFT81,Training_Old,never_sig
Q8WZ42,TTN,Training_Old,never_sig
Q92499,DDX1,Training_Old,never_sig
Q92506,HSD17B8,Training_Old,never_sig
Q92523,CPT1B,Training_Old,never_sig
Q92530,PSMF1,Training_Old,never_sig
Q92575,UBXN4,Training_Old,never_sig
Q92614,MYO18A,Training_Old,never_sig
Q92616,GCN1,Training_Old,never_sig
Q92629,SGCD,Training_Old,never_sig
Q92667,AKAP1,Training_Old,never_sig
Q92696,RABGGTA,Training_Old,never_sig
Q92734,TFG,Training_Old,never_sig
Q92747,ARPC1A,Training_Old,never_sig
Q92791,P3H4,Training_Old,never_sig
Q92841,DDX17,Training_Old,never_sig
Q92879,CELF1,Training_Old,never_sig
Q92890,UFD1,Training_Old,never_sig
Q92901,RPL3L,Training_Old,never_sig
Q92905,COPS5,Training_Old,never_sig
Q92945,KHSRP,Training_Old,never_sig
Q92947,GCDH,Training_Old,never_sig
Q92973,TNPO1,Training_Old,never_sig
Q92995,USP13,Training_Old,never_sig
Q93008,USP9X,Training_Old,never_sig
Q93034,CUL5,Training_Old,never_sig
Q93052,LPP,Training_Old,never_sig
Q93084,ATP2A3,Training_Old,never_sig
Q93100,PHKB,Training_Old,never_sig
Q969M7,UBE2F,Training_Old,never_sig
Q969Q0,RPL36AL,Training_Old,never_sig
Q969T9,WBP2,Training_Old,never_sig
Q969X5,ERGIC1,Training_Old,never_sig
Q969Z3,MTARC2,Training_Old,never_sig
Q96A26,FAM162A,Training_Old,never_sig
Q96A33,CCDC47,Training_Old,never_sig
Q96A57,TMEM230,Training_Old,never_sig
Q96AB3,ISOC2,Training_Old,never_sig
Q96AC1,FERMT2,Training_Old,never_sig
Q96AE4,FUBP1,Training_Old,never_sig
Q96AG3,SLC25A46,Training_Old,never_sig
Q96AN5,TMEM143,Training_Old,never_sig
Q96AQ6,PBXIP1,Training_Old,never_sig
Q96BW5,PTER,Training_Old,never_sig
Q96C00,ZBTB9,Training_Old,never_sig
Q96C01,FAM136A,Training_Old,never_sig
Q96C11,FGGY,Training_Old,never_sig
Q96C23,GALM,Training_Old,never_sig
Q96C86,DCPS,Training_Old,never_sig
Q96C90,PPP1R14B,Training_Old,never_sig
Q96CM8,ACSF2,Training_Old,never_sig
Q96CN7,ISOC1,Training_Old,never_sig
Q96CT7,CCDC124,Training_Old,never_sig
Q96CV9,OPTN,Training_Old,never_sig
Q96CW1,AP2M1,Training_Old,never_sig
Q96CX2,KCTD12,Training_Old,never_sig
Q96DB5,RMDN1,Training_Old,never_sig
Q96DC8,ECHDC3,Training_Old,never_sig
Q96DE0,NUDT16,Training_Old,never_sig
Q96DG6,CMBL,Training_Old,never_sig
Q96DH6,MSI2,Training_Old,never_sig
Q96DV4,MRPL38,Training_Old,never_sig
Q96E11,MRRF,Training_Old,never_sig
Q96EL3,MRPL53,Training_Old,never_sig
Q96EP5,DAZAP1,Training_Old,never_sig
Q96EY1,DNAJA3,Training_Old,never_sig
Q96EY7,PTCD3,Training_Old,never_sig
Q96EY8,MMAB,Training_Old,never_sig
Q96FJ2,DYNLL2,Training_Old,never_sig
Q96FQ6,S100A16,Training_Old,never_sig
Q96FV2,SCRN2,Training_Old,never_sig
Q96FW1,OTUB1,Training_Old,never_sig
Q96FZ7,CHMP6,Training_Old,never_sig
Q96GD0,PDXP,Training_Old,never_sig
Q96GG9,DCUN1D1,Training_Old,never_sig
Q96GK7,FAHD2A,Training_Old,never_sig
Q96H20,SNF8,Training_Old,never_sig
Q96HC4,PDLIM5,Training_Old,never_sig
Q96HD1,CRELD1,Training_Old,never_sig
Q96HE7,ERO1A,Training_Old,never_sig
Q96HN2,AHCYL2,Training_Old,never_sig
Q96HS1,PGAM5,Training_Old,never_sig
Q96HY6,DDRGK1,Training_Old,never_sig
Q96I23,PYURF,Training_Old,never_sig
Q96I99,SUCLG2,Training_Old,never_sig
Q96IU4,ABHD14B,Training_Old,never_sig
Q96IV0,NGLY1,Training_Old,never_sig
Q96JJ7,TMX3,Training_Old,never_sig
Q96K17,BTF3L4,Training_Old,never_sig
Q96K76,USP47,Training_Old,never_sig
Q96KP4,CNDP2,Training_Old,never_sig
Q96L96,ALPK3,Training_Old,never_sig
Q96MF2,STAC3,Training_Old,never_sig
Q96MF6,COQ10A,Training_Old,never_sig
Q96MG2,JSRP1,Training_Old,never_sig
Q96PE7,MCEE,Training_Old,never_sig
Q96PU8,QKI,Training_Old,never_sig
Q96Q06,PLIN4,Training_Old,never_sig
Q96Q83,ALKBH3,Training_Old,never_sig
Q96QK1,VPS35,Training_Old,never_sig
Q96QR8,PURB,Training_Old,never_sig
Q96RK4,BBS4,Training_Old,never_sig
Q96RL7,VPS13A,Training_Old,never_sig
Q96RP9,GFM1,Training_Old,never_sig
Q96RQ3,MCCC1,Training_Old,never_sig
Q96S19,METTL26,Training_Old,never_sig
Q96S66,CLCC1,Training_Old,never_sig
Q96S96,PEBP4,Training_Old,never_sig
Q96S99,PLEKHF1,Training_Old,never_sig
Q99417,MYCBP,Training_Old,never_sig
Q99426,TBCB,Training_Old,never_sig
Q99436,PSMB7,Training_Old,never_sig
Q99447,PCYT2,Training_Old,never_sig
Q99460,PSMD1,Training_Old,never_sig
Q99471,PFDN5,Training_Old,never_sig
Q99487,PAFAH2,Training_Old,never_sig
Q99497,PARK7,Training_Old,never_sig
Q99536,VAT1,Training_Old,never_sig
Q99541,PLIN2,Training_Old,never_sig
Q99584,S100A13,Training_Old,never_sig
Q99598,TSNAX,Training_Old,never_sig
Q99613,EIF3C,Training_Old,never_sig
Q99623,PHB2,Training_Old,never_sig
Q99627,COPS8,Training_Old,never_sig
Q99643,SDHC,Training_Old,never_sig
Q99653,CHP1,Training_Old,never_sig
Q99714,HSD17B10,Training_Old,never_sig
Q99733,NAP1L4,Training_Old,never_sig
Q99735,MGST2,Training_Old,never_sig
Q99757,TXN2,Training_Old,never_sig
Q99766,DMAC2L,Training_Old,never_sig
Q99798,ACO2,Training_Old,never_sig
Q99807,COQ7,Training_Old,never_sig
Q99808,SLC29A1,Training_Old,never_sig
Q99816,TSG101,Training_Old,never_sig
Q99829,CPNE1,Training_Old,never_sig
Q99832,CCT7,Training_Old,never_sig
Q99873,PRMT1,Training_Old,never_sig
Q9BPW8,NIPSNAP1,Training_Old,never_sig
Q9BPX5,ARPC5L,Training_Old,never_sig
Q9BPX6,MICU1,Training_Old,never_sig
Q9BQ69,MACROD1,Training_Old,never_sig
Q9BQA1,WDR77,Training_Old,never_sig
Q9BQE5,APOL2,Training_Old,never_sig
Q9BQS8,FYCO1,Training_Old,never_sig
Q9BR39,JPH2,Training_Old,never_sig
Q9BR76,CORO1B,Training_Old,never_sig
Q9BRA2,TXNDC17,Training_Old,never_sig
Q9BRC7,PLCD4,Training_Old,never_sig
Q9BRF8,CPPED1,Training_Old,never_sig
Q9BRG1,VPS25,Training_Old,never_sig
Q9BRT3,MIEN1,Training_Old,never_sig
Q9BRX2,PELO,Training_Old,never_sig
Q9BRX8,PRXL2A,Training_Old,never_sig
Q9BS26,ERP44,Training_Old,never_sig
Q9BS40,LXN,Training_Old,never_sig
Q9BS92,NIPSNAP3B,Training_Old,never_sig
Q9BSD7,NTPCR,Training_Old,never_sig
Q9BSE5,AGMAT,Training_Old,never_sig
Q9BSH4,TACO1,Training_Old,never_sig
Q9BSJ8,ESYT1,Training_Old,never_sig
Q9BSL1,UBAC1,Training_Old,never_sig
Q9BT78,COPS4,Training_Old,never_sig
Q9BTE1,DCTN5,Training_Old,never_sig
Q9BTE6,AARSD1,Training_Old,never_sig
Q9BTV4,TMEM43,Training_Old,never_sig
Q9BTZ2,DHRS4,Training_Old,never_sig
Q9BUB7,TMEM70,Training_Old,never_sig
Q9BUF5,TUBB6,Training_Old,never_sig
Q9BUK0,CHCHD7,Training_Old,never_sig
Q9BUR5,APOO,Training_Old,never_sig
Q9BV20,MRI1,Training_Old,never_sig
Q9BV23,ABHD6,Training_Old,never_sig
Q9BV57,ADI1,Training_Old,never_sig
Q9BV79,MECR,Training_Old,never_sig
Q9BV86,NTMT1,Training_Old,never_sig
Q9BVC6,TMEM109,Training_Old,never_sig
Q9BVK6,TMED9,Training_Old,never_sig
Q9BVV7,TIMM21,Training_Old,never_sig
Q9BW30,TPPP3,Training_Old,never_sig
Q9BW91,NUDT9,Training_Old,never_sig
Q9BWH2,FUNDC2,Training_Old,never_sig
Q9BX66,SORBS1,Training_Old,never_sig
Q9BX68,HINT2,Training_Old,never_sig
Q9BXB4,OSBPL11,Training_Old,never_sig
Q9BXI3,NT5C1A,Training_Old,never_sig
Q9BXJ8,TMEM120A,Training_Old,never_sig
Q9BXJ9,NAA15,Training_Old,never_sig
Q9BXK5,BCL2L13,Training_Old,never_sig
Q9BXS5,AP1M1,Training_Old,never_sig
Q9BXW6,OSBPL1A,Training_Old,never_sig
Q9BXW7,HDHD5,Training_Old,never_sig
Q9BY44,EIF2A,Training_Old,never_sig
Q9BYD1,MRPL13,Training_Old,never_sig
Q9BYD2,MRPL9,Training_Old,never_sig
Q9BYD3,MRPL4,Training_Old,never_sig
Q9BYD6,MRPL1,Training_Old,never_sig
Q9BYT8,NLN,Training_Old,never_sig
Q9BYV2,TRIM54,Training_Old,never_sig
Q9BYV7,BCO2,Training_Old,never_sig
Q9BZE1,MRPL37,Training_Old,never_sig
Q9BZE9,ASPSCR1,Training_Old,never_sig
Q9BZL1,UBL5,Training_Old,never_sig
Q9BZQ8,NIBAN1,Training_Old,never_sig
Q9BZV1,UBXN6,Training_Old,never_sig
Q9C0C9,UBE2O,Training_Old,never_sig
Q9C0E8,LNPK,Training_Old,never_sig
Q9GZP4,PITHD1,Training_Old,never_sig
Q9GZT3,SLIRP,Training_Old,never_sig
Q9GZT8,NIF3L1,Training_Old,never_sig
Q9GZT9,EGLN1,Training_Old,never_sig
Q9GZV1,ANKRD2,Training_Old,never_sig
Q9GZZ1,NAA50,Training_Old,never_sig
Q9H061,TMEM126A,Training_Old,never_sig
Q9H074,PAIP1,Training_Old,never_sig
Q9H078,CLPB,Training_Old,never_sig
Q9H0E2,TOLLIP,Training_Old,never_sig
Q9H0N5,PCBD2,Training_Old,never_sig
Q9H0P0,NT5C3A,Training_Old,never_sig
Q9H0R4,HDHD2,Training_Old,never_sig
Q9H0U4,RAB1B,Training_Old,never_sig
Q9H0W9,C11orf54,Training_Old,never_sig
Q9H1E3,NUCKS1,Training_Old,never_sig
Q9H1E5,TMX4,Training_Old,never_sig
Q9H1R3,MYLK2,Training_Old,never_sig
Q9H223,EHD4,Training_Old,never_sig
Q9H299,SH3BGRL3,Training_Old,never_sig
Q9H2G2,SLK,Training_Old,never_sig
Q9H2H8,PPIL3,Training_Old,never_sig
Q9H2I8,LRMDA,Training_Old,never_sig
Q9H2S6,TNMD,Training_Old,never_sig
Q9H2U2,PPA2,Training_Old,never_sig
Q9H2W6,MRPL46,Training_Old,never_sig
Q9H330,TMEM245,Training_Old,never_sig
Q9H3H3,C11orf68,Training_Old,never_sig
Q9H3K2,GHITM,Training_Old,never_sig
Q9H3K6,BOLA2,Training_Old,never_sig
Q9H3N1,TMX1,Training_Old,never_sig
Q9H444,CHMP4B,Training_Old,never_sig
Q9H477,RBKS,Training_Old,never_sig
Q9H479,FN3K,Training_Old,never_sig
Q9H496,TOR1AIP2,Training_Old,never_sig
Q9H4A4,RNPEP,Training_Old,never_sig
Q9H4G4,GLIPR2,Training_Old,imputation_dependent
Q9H4M9,EHD1,Training_Old,never_sig
Q9H6F2,TMEM38A,Training_Old,never_sig
Q9H6K4,OPA3,Training_Old,never_sig
Q9H773,DCTPP1,Training_Old,never_sig
Q9H7C9,AAMDC,Training_Old,never_sig
Q9H7Z7,PTGES2,Training_Old,never_sig
Q9H832,UBE2Z,Training_Old,never_sig
Q9H845,ACAD9,Training_Old,never_sig
Q9H8H3,METTL7A,Training_Old,never_sig
Q9H8M1,COQ10B,Training_Old,never_sig
Q9H8S9,MOB1A,Training_Old,never_sig
Q9H8Y8,GORASP2,Training_Old,never_sig
Q9H910,JPT2,Training_Old,never_sig
Q9H987,SYNPO2L,Training_Old,never_sig
Q9H993,ARMT1,Training_Old,never_sig
Q9H9A6,LRRC40,Training_Old,never_sig
Q9H9B4,SFXN1,Training_Old,never_sig
Q9H9P8,L2HGDH,Training_Old,never_sig
Q9H9Q2,COPS7B,Training_Old,never_sig
Q9HA64,FN3KRP,Training_Old,never_sig
Q9HA65,TBC1D17,Training_Old,never_sig
Q9HA77,CARS2,Training_Old,never_sig
Q9HB71,CACYBP,Training_Old,never_sig
Q9HBH5,RDH14,Training_Old,never_sig
Q9HBI1,PARVB,Training_Old,never_sig
Q9HBL0,TNS1,Training_Old,never_sig
Q9HBL7,PLGRKT,Training_Old,never_sig
Q9HC38,GLOD4,Training_Old,never_sig
Q9HCC0,MCCC2,Training_Old,never_sig
Q9HCP6,HHATL,Training_Old,never_sig
Q9HCU5,PREB,Training_Old,never_sig
Q9HD33,MRPL47,Training_Old,never_sig
Q9HDC5,JPH1,Training_Old,never_sig
Q9HDC9,APMAP,Training_Old,never_sig
Q9NNW7,TXNRD2,Training_Old,never_sig
Q9NP72,RAB18,Training_Old,never_sig
Q9NP74,PALMD,Training_Old,never_sig
Q9NP77,SSU72,Training_Old,never_sig
Q9NP79,VTA1,Training_Old,never_sig
Q9NP81,SARS2,Training_Old,never_sig
Q9NP97,DYNLRB1,Training_Old,never_sig
Q9NP98,MYOZ1,Training_Old,never_sig
Q9NPC6,MYOZ2,Training_Old,never_sig
Q9NPF4,OSGEP,Training_Old,never_sig
Q9NPJ3,ACOT13,Training_Old,never_sig
Q9NQ50,MRPL40,Training_Old,never_sig
Q9NQ88,TIGAR,Training_Old,never_sig
Q9NQC3,RTN4,Training_Old,never_sig
Q9NQE9,HINT3,Training_Old,never_sig
Q9NQP4,PFDN4,Training_Old,never_sig
Q9NQR4,NIT2,Training_Old,never_sig
Q9NQW7,XPNPEP1,Training_Old,never_sig
Q9NQX3,GPHN,Training_Old,never_sig
Q9NR12,PDLIM7,Training_Old,never_sig
Q9NR19,ACSS2,Training_Old,never_sig
Q9NR28,DIABLO,Training_Old,never_sig
Q9NR31,SAR1A,Training_Old,never_sig
Q9NR46,SH3GLB2,Training_Old,never_sig
Q9NR50,EIF2B3,Training_Old,never_sig
Q9NR56,MBNL1,Training_Old,never_sig
Q9NRG7,SDR39U1,Training_Old,never_sig
Q9NRN7,AASDHPPT,Training_Old,never_sig
Q9NRP0,OSTC,Training_Old,never_sig
Q9NRP2,CMC2,Training_Old,never_sig
Q9NRV9,HEBP1,Training_Old,never_sig
Q9NRX4,PHPT1,Training_Old,never_sig
Q9NS69,TOMM22,Training_Old,never_sig
Q9NS86,LANCL2,Training_Old,never_sig
Q9NSD9,FARSB,Training_Old,never_sig
Q9NSE4,IARS2,Training_Old,never_sig
Q9NTG7,SIRT3,Training_Old,never_sig
Q9NTJ4,MAN2C1,Training_Old,never_sig
Q9NTK5,OLA1,Training_Old,never_sig
Q9NTM9,CUTC,Training_Old,never_sig
Q9NUB1,ACSS1,Training_Old,never_sig
Q9NUJ1,ABHD10,Training_Old,never_sig
Q9NUU7,DDX19A,Training_Old,never_sig
Q9NVA2,SEPTIN11,Training_Old,never_sig
Q9NVD7,PARVA,Training_Old,never_sig
Q9NVE7,PANK4,Training_Old,never_sig
Q9NVH1,DNAJC11,Training_Old,never_sig
Q9NVH6,TMLHE,Training_Old,never_sig
Q9NVI7,ATAD3A,Training_Old,never_sig
Q9NVJ2,ARL8B,Training_Old,never_sig
Q9NVS2,MRPS18A,Training_Old,never_sig
Q9NVS9,PNPO,Training_Old,never_sig
Q9NWU1,OXSM,Training_Old,never_sig
Q9NWU5,MRPL22,Training_Old,never_sig
Q9NWV4,CZIB,Training_Old,never_sig
Q9NWV8,BABAM1,Training_Old,never_sig
Q9NX14,NDUFB11,Training_Old,never_sig
Q9NX40,OCIAD1,Training_Old,never_sig
Q9NX47,MARCHF5,Training_Old,never_sig
Q9NX63,CHCHD3,Training_Old,never_sig
Q9NXA8,SIRT5,Training_Old,never_sig
Q9NXR7,BABAM2,Training_Old,never_sig
Q9NY33,DPP3,Training_Old,never_sig
Q9NY65,TUBA8,Training_Old,never_sig
Q9NYL2,MAP3K20,Training_Old,never_sig
Q9NYU2,UGGT1,Training_Old,never_sig
Q9NZ01,TECR,Training_Old,never_sig
Q9NZ08,ERAP1,Training_Old,never_sig
Q9NZ45,CISD1,Training_Old,never_sig
Q9NZA1,CLIC5,Training_Old,never_sig
Q9NZB2,FAM120A,Training_Old,never_sig
Q9NZD2,GLTP,Training_Old,never_sig
Q9NZJ6,COQ3,Training_Old,never_sig
Q9NZL4,HSPBP1,Training_Old,never_sig
Q9NZL9,MAT2B,Training_Old,never_sig
Q9NZM1,MYOF,Training_Old,never_sig
Q9NZN4,EHD2,Training_Old,never_sig
Q9NZQ9,TMOD4,Training_Old,never_sig
Q9NZU5,LMCD1,Training_Old,never_sig
Q9NZZ3,CHMP5,Training_Old,never_sig
Q9P003,CNIH4,Training_Old,never_sig
Q9P032,NDUFAF4,Training_Old,never_sig
Q9P0I2,EMC3,Training_Old,never_sig
Q9P0J0,NDUFA13,Training_Old,never_sig
Q9P0J1,PDP1,Training_Old,never_sig
Q9P0J6,MRPL36,Training_Old,never_sig
Q9P0L0,VAPA,Training_Old,never_sig
Q9P0P0,RNF181,Training_Old,never_sig
Q9P2J5,LARS1,Training_Old,never_sig
Q9P2R7,SUCLA2,Training_Old,never_sig
Q9P2T1,GMPR2,Training_Old,never_sig
Q9P2X0,DPM3,Training_Old,never_sig
Q9P2X3,IMPACT,Training_Old,never_sig
Q9UBB4,ATXN10,Training_Old,never_sig
Q9UBC2,EPS15L1,Training_Old,never_sig
Q9UBE0,SAE1,Training_Old,never_sig
Q9UBF6,RNF7,Training_Old,never_sig
Q9UBF9,MYOT,Training_Old,never_sig
Q9UBI6,GNG12,Training_Old,never_sig
Q9UBQ0,VPS29,Training_Old,never_sig
Q9UBQ5,EIF3K,Training_Old,never_sig
Q9UBQ7,GRHPR,Training_Old,never_sig
Q9UBR2,CTSZ,Training_Old,never_sig
Q9UBT2,UBA2,Training_Old,never_sig
Q9UBW8,COPS7A,Training_Old,never_sig
Q9UBY9,HSPB7,Training_Old,never_sig
Q9UDT6,CLIP2,Training_Old,never_sig
Q9UDW1,UQCR10,Training_Old,never_sig
Q9UDY4,DNAJB4,Training_Old,never_sig
Q9UFN0,NIPSNAP3A,Training_Old,never_sig
Q9UGI8,TES,Training_Old,never_sig
Q9UGL1,KDM5B,Training_Old,never_sig
Q9UGM6,WARS2,Training_Old,never_sig
Q9UH92,MLX,Training_Old,never_sig
Q9UHD8,SEPTIN9,Training_Old,never_sig
Q9UHD9,UBQLN2,Training_Old,never_sig
Q9UHG3,PCYOX1,Training_Old,never_sig
Q9UHL4,DPP7,Training_Old,never_sig
Q9UHP9,SMPX,Training_Old,never_sig
Q9UHQ4,BCAP29,Training_Old,never_sig
Q9UHQ9,CYB5R1,Training_Old,never_sig
Q9UHV9,PFDN2,Training_Old,never_sig
Q9UHX1,PUF60,Training_Old,never_sig
Q9UHY7,ENOPH1,Training_Old,never_sig
Q9UI09,NDUFA12,Training_Old,never_sig
Q9UI10,EIF2B4,Training_Old,never_sig
Q9UI12,ATP6V1H,Training_Old,never_sig
Q9UI30,TRMT112,Training_Old,never_sig
Q9UIA9,XPO7,Training_Old,never_sig
Q9UIC8,LCMT1,Training_Old,never_sig
Q9UII2,ATP5IF1,Training_Old,never_sig
Q9UIJ7,AK3,Training_Old,never_sig
Q9UJ70,NAGK,Training_Old,never_sig
Q9UJS0,SLC25A13,Training_Old,never_sig
Q9UJU6,DBNL,Training_Old,never_sig
Q9UJW0,DCTN4,Training_Old,never_sig
Q9UJY1,HSPB8,Training_Old,never_sig
Q9UJZ1,STOML2,Training_Old,never_sig
Q9UK41,VPS28,Training_Old,never_sig
Q9UK76,JPT1,Training_Old,never_sig
Q9UKG1,APPL1,Training_Old,never_sig
Q9UKS6,PACSIN3,Training_Old,never_sig
Q9UKU7,ACAD8,Training_Old,never_sig
Q9UKV8,AGO2,Training_Old,never_sig
Q9UKX2,MYH2,Training_Old,never_sig
Q9UKX3,MYH13,Training_Old,never_sig
Q9UKY7,CDV3,Training_Old,never_sig
Q9UL25,RAB21,Training_Old,never_sig
Q9UL46,PSME2,Training_Old,never_sig
Q9ULA0,DNPEP,Training_Old,never_sig
Q9ULC4,MCTS1,Training_Old,never_sig
Q9ULP9,TBC1D24,Training_Old,never_sig
Q9UM00,TMCO1,Training_Old,never_sig
Q9UM22,EPDR1,Training_Old,never_sig
Q9UM54,MYO6,Training_Old,never_sig
Q9UMS0,NFU1,Training_Old,never_sig
Q9UMS6,SYNPO2,Training_Old,never_sig
Q9UMX0,UBQLN1,Training_Old,never_sig
Q9UMY4,SNX12,Training_Old,never_sig
Q9UN36,NDRG2,Training_Old,never_sig
Q9UN37,VPS4A,Training_Old,never_sig
Q9UN86,G3BP2,Training_Old,never_sig
Q9UNE7,STUB1,Training_Old,never_sig
Q9UNF0,PACSIN2,Training_Old,never_sig
Q9UNH7,SNX6,Training_Old,never_sig
Q9UNM6,PSMD13,Training_Old,never_sig
Q9UNS2,COPS3,Training_Old,never_sig
Q9UNZ2,NSFL1C,Training_Old,never_sig
Q9UPN7,PPP6R1,Training_Old,never_sig
Q9UPQ0,LIMCH1,Training_Old,never_sig
Q9UPU5,USP24,Training_Old,never_sig
Q9UPY8,MAPRE3,Training_Old,never_sig
Q9UQ80,PA2G4,Training_Old,never_sig
Q9UQM7,CAMK2A,Training_Old,never_sig
Q9UQN3,CHMP2B,Training_Old,never_sig
Q9Y224,RTRAF,Training_Old,never_sig
Q9Y230,RUVBL2,Training_Old,never_sig
Q9Y235,APOBEC2,Training_Old,never_sig
Q9Y237,PIN4,Training_Old,never_sig
Q9Y262,EIF3L,Training_Old,never_sig
Q9Y263,PLAA,Training_Old,never_sig
Q9Y266,NUDC,Training_Old,never_sig
Q9Y276,BCS1L,Training_Old,never_sig
Q9Y277,VDAC3,Training_Old,never_sig
Q9Y281,CFL2,Training_Old,never_sig
Q9Y285,FARSA,Training_Old,never_sig
Q9Y2B0,CNPY2,Training_Old,never_sig
Q9Y2H6,FNDC3A,Training_Old,never_sig
Q9Y2J8,PADI2,Training_Old,never_sig
Q9Y2Q3,GSTK1,Training_Old,never_sig
Q9Y2Q5,LAMTOR2,Training_Old,never_sig
Q9Y2Q9,MRPS35,Training_Old,never_sig
